Coin,Name,Symbol,PCoin,PPrice,Trend_1M,CBuy,CSell,WaveCountUp,WaveCountDown,WaveCountUpAfterD,WaveCountDownAfterD,Upper,Lower,AUp,ADown,BUp,BDown,CUp,CDown,DUp,DDown,MSBuy,MSSell,LastState,LastAPriceAfterD,DownPrice,UpPrice,LPrice
QTUM,QTUM/USDT,qtumusdt,4,4,2,3.8955,3.9033,1,0,1,1,4.06,4.06,3.8886,3.9033,10003.8886,-9995.94,3.9029,3.9033,3.8837,3.8837,False,False,1,3.8886,3.8886,4.06,4.06
INV,INV/USDT,invusdt,6,2,1,0.0,115.05,0,1,0,0,104.28,104.28,108.72,115.05,10104.28,108.72,118.01,115.05,112.36,112.36,False,False,0,117.84,104.28,115.05,104.28
UNFI,UNFI/USDT,unfiusdt,4,4,0,2.1995,2.2029,1,0,1,0,2.5578,2.5488,2.1995,2.2384,2.2384,-9997.4512,2.1995,2.2029,2.2246,2.2246,False,False,1,2.2384,2.1995,2.5578,2.5535
AST,AST/USDT,astusdt,4,4,2,0.0,0.0,1,0,0,0,0.0919,0.0919,0.0866,0.0895,10000.0868,-9999.9081,0.0895,0.0895,0.0895,0.0895,False,False,1,0.0,0.0866,0.0919,0.0919
BTC,BTC/USDT,btcusdt,6,2,0,29337.57,29289.13,1,0,1,0,30000.84,29984.76,29337.57,29371.05,29371.05,19984.76,29337.57,29296.18,29311.48,29311.48,False,False,1,29371.05,29337.57,30000.84,29994.06
UNB,UNB/USDT,unbusdt,4,6,0,0.0,0.0,1,0,0,0,0.002572,0.002572,0.0024,0.0024,0.0024,-9999.997428,0.0024,0.0024,0.0024,0.0024,False,False,1,0.0,0.0024,0.002572,0.002572
CVP,CVP/USDT,cvpusdt,4,4,0,0.3324,0.3286,2,1,0,1,0.3497,0.3491,0.3324,0.3501,0.3501,-9999.6504,0.3324,0.3351,0.3311,0.3311,False,False,0,0.3501,0.3491,0.3501,0.3491
SUSHI,SUSHI/USDT,sushiusdt,4,4,2,1.3435,1.3387,2,1,1,1,1.4408,1.4408,1.3561,1.441,1.441,-9998.559,1.3562,1.3595,1.3448,1.3448,False,False,0,1.3639,1.4408,1.441,1.4408
RVN,RVN/USDT,rvnusdt,2,6,0,0.029291,0.029331,1,0,1,0,0.030618,0.030618,0.029291,0.029311,0.029311,-9999.969382,0.029291,0.029253,0.02952,0.02952,False,False,1,0.029311,0.029291,0.030618,0.030618
NANO,NANO/USDT,nanousdt,4,4,2,1.1127,1.1034,1,0,1,1,1.1294,1.1294,1.0896,1.1034,10001.0959,-9998.8706,1.1127,1.1034,1.1097,1.1097,False,False,1,1.0896,1.0896,1.1294,1.1294
AE,AE/USDT,aeusdt,2,4,2,0.0841,0.0856,0,0,1,1,0.1042,0.0789,0.0829,0.0856,10000.0824,-9999.9094,0.0846,0.0856,0.0819,0.0819,False,False,1,0.0829,0.0829,0.1042,0.0906
LOOKS,LOOKS/USDT,looksusdt,4,4,2,0.4685,0.4779,1,0,1,1,0.5235,0.521,0.4671,0.4779,10000.4695,-9999.4781,0.4724,0.4779,0.4851,0.4851,False,False,1,0.4671,0.4671,0.5235,0.5222
BTS,BTS/USDT,btsusdt,2,4,0,0.0121,0.0,1,0,0,0,0.0133,0.0133,0.0121,0.0122,0.0122,-9999.9867,0.0121,0.0122,0.0122,0.0122,False,False,1,0.0,0.0121,0.0133,0.0133
MDX,MDX/USDT,mdxusdt,2,4,0,0.0952,0.0,1,0,0,0,0.0973,0.0973,0.0952,0.0954,0.0954,-9999.9027,0.0952,0.0952,0.0952,0.0952,False,False,1,0.0954,0.0952,0.0973,0.0973
BNT,BNT/USDT,bntusdt,2,4,0,1.3527,1.3518,1,0,1,0,1.4035,1.4035,1.3527,1.3549,1.3549,-9998.5965,1.3527,1.3518,1.3465,1.3465,False,False,1,1.3472,1.3527,1.4035,1.4035
XTZ,XTZ/USDT,xtzusdt,4,4,0,1.79,1.7919,2,1,1,1,1.9556,1.9556,1.79,1.9565,1.9565,-9998.0435,1.79,1.7919,1.7762,1.7762,False,False,0,1.9565,1.9556,1.9565,1.9556
EOS*3,EOS*3/USDT,eos3lusdt,4,10,0,7.11e-06,0.0,1,0,0,0,8.3352e-06,8.3352e-06,7.11e-06,7.2408e-06,7.2408e-06,-9999.9999916648,7.11e-06,7.1794e-06,7.1794e-06,7.1794e-06,False,False,1,0.0,7.11e-06,8.3352e-06,8.3352e-06
IOI,IOI/USDT,ioiusdt,4,4,2,0.5119,0.5171,1,2,1,1,0.4985,0.4985,0.4983,0.5193,0.5193,0.4983,0.4983,0.5171,0.5118,0.5118,True,False,1,0.4965,0.4983,0.4985,0.4985
FIL*(-3),FIL*(-3)/USDT,fil3susdt,4,8,1,7.265e-05,7.253e-05,0,1,0,1,6.269e-05,6.269e-05,7.244e-05,7.253e-05,10000.00006269,7.244e-05,7.265e-05,7.253e-05,7.232e-05,7.232e-05,False,False,0,7.244e-05,6.269e-05,7.253e-05,6.269e-05
GLMR,GLMR/USDT,glmrusdt,4,4,0,1.1252,1.1139,1,0,1,0,1.2181,1.2162,1.1252,1.13,1.13,-9998.7838,1.1252,1.1139,1.1345,1.1345,False,False,1,1.13,1.1252,1.2181,1.2176
MOVR,MOVR/USDT,movrusdt,4,4,0,22.7581,0.0,1,0,0,0,24.1492,24.1492,22.7581,22.8581,22.8581,-9975.8508,22.7581,22.9596,22.9596,22.9596,False,False,1,0.0,22.7581,24.1492,24.1492
CRE,CRE/USDT,creusdt,2,6,2,0.0,0.0,0,0,0,0,0.005178,0.005178,0.005181,0.005181,10000.005178,0.005181,0.005181,0.005181,0.005181,0.005181,False,False,0,0.0,0.005178,0.005181,0.005178
USDT,USDT/UAH,usdtuah,1,2,2,0.0,35.89,1,2,1,0,35.99,35.99,35.0,36.06,10035.0,35.0,35.8,35.89,36.4,36.4,False,False,1,35.25,35.0,35.99,35.99
BTM,BTM/USDT,btmusdt,2,6,0,0.009811,0.009797,1,0,1,0,0.010178,0.010178,0.009811,0.009827,0.009827,-9999.989822,0.009811,0.009806,0.009797,0.009797,False,False,1,0.009827,0.009811,0.010178,0.010178
CTXC,CTXC/USDT,ctxcusdt,4,4,0,0.1292,0.0,1,0,0,0,0.1379,0.1378,0.1292,0.1295,0.1295,-9999.8621,0.1292,0.129,0.129,0.129,False,False,1,0.1295,0.1292,0.1379,0.1379
BCH,BCH/USDT,bchusdt,4,2,0,192.47,191.21,1,0,1,0,200.48,200.3,192.47,192.6,192.6,-9799.7,192.47,191.97,192.02,192.02,False,False,1,192.6,192.47,200.48,200.38
DF,DF/USDT,dfusdt,2,4,2,0.0378,0.0,1,0,0,1,0.0388,0.0388,0.0368,0.0384,10000.037,-9999.9612,0.0378,0.0383,0.038,0.038,False,False,1,0.0384,0.0368,0.0388,0.0388
BSV*3,BSV*3/USDT,bsv3lusdt,4,10,2,0.0,0.0,1,0,0,0,4.3685e-06,4.3685e-06,3.6669e-06,3.8285e-06,10000.0000036669,-9999.9999956315,3.8285e-06,3.8285e-06,3.8285e-06,3.8285e-06,False,False,1,0.0,3.6669e-06,4.3685e-06,4.3685e-06
INJ,INJ/USDT,injusdt,4,4,0,2.2212,2.2247,1,0,1,0,2.2599,2.2599,2.2212,2.231,2.231,-9997.7401,2.2212,2.231,2.2458,2.2458,False,False,1,2.2116,2.2212,2.2599,2.2599
FTI,FTI/USDT,ftiusdt,2,8,2,0.0,0.0,1,0,0,0,5.806e-05,5.78e-05,5.513e-05,5.597e-05,10000.00005545,-9999.9999422,5.597e-05,5.597e-05,5.597e-05,5.597e-05,False,False,1,0.0,5.513e-05,5.806e-05,5.791e-05
WEMIX,WEMIX/USDT,wemixusdt,4,4,2,2.8333,0.0,0,1,0,1,2.7827,2.7827,2.8333,2.9624,10002.7827,-9997.0376,2.8333,2.8545,2.7819,2.7819,False,False,0,2.9624,2.7827,2.9624,2.7827
CRU,CRU/USDT,cruusdt,4,4,1,0.0,1.1938,0,1,0,0,1.137,1.137,1.1773,1.1938,10001.137,1.1773,1.1773,1.1938,1.1684,1.1684,False,False,0,0.0,1.137,1.1938,1.137
XCH,XCH/USDT,xchusdt,4,4,2,36.3051,36.314,1,0,1,1,36.3352,36.3352,36.154,36.314,10036.154,-9963.6648,36.3051,36.314,36.2653,36.2653,False,False,1,36.154,36.154,36.3352,36.3352
PAX,PAX/USDT,paxusdt,4,4,2,1.0013,0.0,2,1,0,1,1.0013,1.0013,1.0012,1.0014,1.0014,1.0012,1.0013,1.0014,1.0014,1.0014,False,True,0,1.0016,1.0013,1.0014,1.0013
RETH,RETH/USDT,rethusdt,4,6,2,0.0,0.0,0,1,0,0,0.044949,0.044701,0.04588,0.046161,10000.044949,-9999.954016,0.045914,0.045914,0.045914,0.045914,False,False,0,0.0,0.044701,0.046161,0.04484
KLAY,KLAY/USDT,klayusdt,4,4,0,0.0,0.0,1,0,0,0,0.4702,0.4683,0.4321,0.4332,0.4332,-9999.5312,0.4332,0.4332,0.4332,0.4332,False,False,1,0.0,0.4321,0.4702,0.4688
LINK,LINK/USDT,linkusdt,2,4,2,6.9842,7.0242,1,0,1,1,7.3409,7.3325,6.9797,7.0017,10006.9849,-9992.6675,6.9842,6.9954,6.9812,6.9812,False,False,1,7.0017,6.9797,7.3409,7.3367
INSUR,INSUR/USDT,insurusdt,4,4,1,0.3259,0.3393,0,1,0,0,0.3239,0.3101,0.3259,0.3393,10000.3207,0.3259,0.3259,0.3393,0.3254,0.3254,False,False,0,0.3287,0.3101,0.3393,0.3155
APE,APE/USDT,apeusdt,4,4,0,7.8089,7.7447,1,0,1,0,8.0572,8.0513,7.8089,7.8333,7.8333,-9991.9487,7.8089,7.7447,7.8207,7.8207,False,False,1,7.8333,7.8089,8.0572,8.0572
GLM,GLM/USDT,glmusdt,4,4,2,0.0,0.0,2,1,0,0,0.2604,0.2604,0.2489,0.261,0.261,-9999.739,0.2501,0.2501,0.2501,0.2501,False,False,0,0.0,0.2604,0.261,0.2604
LINK*3,LINK*3/USDT,link3lusdt,4,10,0,6.6762e-06,6.5856e-06,1,0,1,0,7.6711e-06,7.6708e-06,6.6762e-06,6.7e-06,6.7e-06,-9999.9999923292,6.6762e-06,6.5856e-06,6.6279e-06,6.6279e-06,False,False,1,6.4911e-06,6.6762e-06,7.6711e-06,7.6711e-06
PYR,PYR/USDT,pyrusdt,4,4,2,0.0,0.0,1,0,0,1,4.7073,4.7073,4.442,4.4489,10004.4421,-9995.2927,4.4472,4.4472,4.4472,4.4472,False,False,1,4.4489,4.442,4.7073,4.7073
FOR,FOR/USDT,forusdt,2,6,0,0.018979,0.018916,1,0,1,0,0.019707,0.019706,0.018979,0.019068,0.019068,-9999.980294,0.018979,0.018916,0.019002,0.019002,False,False,1,0.018834,0.018979,0.019707,0.019707
DAI,DAI/USDT,daiusdt,2,4,0,0.0,0.0,2,1,0,1,1.0028,0.9992,1.0009,1.0036,1.0036,-9998.9968,1.0009,1.0009,1.0009,1.0009,False,False,0,1.0036,0.9992,1.0036,1.0011
PUSH,PUSH/USDT,pushusdt,4,4,2,0.0,0.0,0,1,0,0,0.5254,0.5254,0.526,0.5283,10000.5254,-9999.4717,0.5268,0.5268,0.5268,0.5268,False,False,0,0.0,0.5254,0.5283,0.5254
BOBA,BOBA/USDT,bobausdt,4,4,0,0.4585,0.0,2,1,0,1,0.4908,0.4907,0.4585,0.4909,0.4909,-9999.5092,0.4585,0.4588,0.4602,0.4602,False,False,0,0.4909,0.4907,0.4909,0.4907
LXT,LXT/USDT,lxtusdt,2,6,2,0.000252,0.000258,0,1,1,1,0.000266,0.000249,0.000252,0.000264,10000.000251,-9999.999736,0.000252,0.00026,0.000252,0.000252,False,False,0,0.000264,0.000249,0.000264,0.000257
BRWL,BRWL/USDT,brwlusdt,4,6,2,0.0,0.0,0,1,0,0,0.017013,0.01699,0.01807,0.018292,10000.017013,-9999.981928,0.018076,0.018076,0.018076,0.018076,False,False,0,0.0,0.01699,0.018292,0.016991
XRP,XRP/USDT,xrpusdt,2,5,2,0.41142,0.41216,1,0,1,1,0.41955,0.41902,0.41087,0.41216,10000.41104,-9999.58098,0.41184,0.41216,0.41202,0.41202,False,False,1,0.41087,0.41087,0.41955,0.41937
THETA,THETA/USDT,thetausdt,4,4,0,1.2256,1.2211,1,0,1,0,1.3032,1.3032,1.2256,1.2266,1.2266,-9998.6968,1.2256,1.2211,1.2253,1.2253,False,False,1,1.2182,1.2256,1.3032,1.3032
ONSTON,ONSTON/USDT,onstonusdt,4,6,2,0.044113,0.044286,1,0,1,1,0.045744,0.045147,0.044117,0.044349,10000.044175,-9999.954665,0.044142,0.044286,0.044495,0.044495,False,False,1,0.044141,0.044117,0.045744,0.045335
SIS,SIS/USDT,sisusdt,4,4,2,0.2668,0.2812,1,0,1,1,0.3085,0.3085,0.266,0.2819,10000.266,-9999.6915,0.2668,0.28,0.2756,0.2756,False,False,1,0.2819,0.266,0.3085,0.3085
VLX,VLX/USDT,vlxusdt,4,6,2,0.0,0.0,1,2,0,1,0.072088,0.072088,0.07,0.072361,10000.070136,0.07,0.07236,0.07236,0.07236,0.07236,False,False,1,0.072361,0.07,0.072088,0.072088
CERE,CERE/USDT,cereusdt,4,6,2,0.0,0.0,2,1,0,0,0.01016,0.010149,0.009515,0.010162,0.010162,-9999.989838,0.009745,0.009745,0.009745,0.009745,False,False,0,0.0,0.010149,0.010162,0.01015
STF,STF/USDT,stfusdt,4,4,2,0.0,0.011,1,0,1,1,0.0111,0.0111,0.0108,0.011,10000.0108,-9999.9889,0.0109,0.011,0.0097,0.0097,False,False,1,0.0108,0.0108,0.0111,0.0111
USDT,USDT/TRY,usdttry,4,3,2,0.0,0.0,0,1,0,0,15.802,15.802,16.0,16.072,10015.802,16.072,16.072,16.072,16.072,16.072,False,False,0,0.0,15.802,16.072,15.802
PSTAKE,PSTAKE/USDT,pstakeusdt,4,4,2,0.0,0.0,0,0,0,0,0.371,0.3694,0.3875,0.3875,10000.371,-9999.6132,0.3875,0.3875,0.3875,0.3875,False,False,0,0.0,0.3694,0.3883,0.3699
ARV,ARV/USDT,arvusdt,2,8,0,0.00019053,0.00019218,2,1,1,1,0.00020122,0.00020122,0.00019053,0.00020559,0.00020559,-9999.99979442,0.00019053,0.0001904,0.00018958,0.00018958,False,False,0,0.00020559,0.00020122,0.00020559,0.00020122
SCREAM,SCREAM/USDT,screamusdt,4,4,0,3.9105,0.0,1,0,0,0,4.6976,4.6976,3.9105,4.5683,4.5683,-9995.3024,3.9105,3.9381,3.8814,3.8814,False,False,1,4.5683,3.9105,4.6976,4.6976
FRONT,FRONT/USDT,frontusdt,4,6,2,0.265552,0.265247,1,0,1,1,0.273096,0.273096,0.263587,0.267225,10000.265197,-9999.726904,0.265552,0.265019,0.265595,0.265595,False,False,1,0.267225,0.263587,0.273096,0.273096
AGLD,AGLD/USDT,agldusdt,4,4,0,0.55,0.5363,1,0,1,0,0.6068,0.6068,0.55,0.5509,0.5509,-9999.3932,0.55,0.5509,0.5428,0.5428,False,False,1,0.5518,0.5504,0.6068,0.6068
CHZ,CHZ/USDT,chzusdt,4,6,2,0.119674,0.119623,1,0,1,1,0.123732,0.123732,0.119354,0.119623,10000.119469,-9999.876268,0.119674,0.119623,0.119,0.119,False,False,1,0.119354,0.119354,0.123732,0.123732
REQ,REQ/USDT,requsdt,1,4,0,0.1121,0.0,1,0,0,0,0.1147,0.1147,0.1121,0.1126,0.1126,-9999.8853,0.1121,0.1119,0.1119,0.1119,False,False,1,0.1126,0.1121,0.1147,0.1147
VIDY,VIDY/USDT,vidyusdt,2,6,2,0.0,0.0,0,1,0,0,0.000185,0.000185,0.000195,0.000199,10000.000185,-9999.999801,0.000199,0.000199,0.000199,0.000199,False,False,0,0.0,0.000185,0.000199,0.000185
LAT,LAT/USDT,latusdt,2,4,0,0.0162,0.0,2,1,0,1,0.0165,0.0165,0.0162,0.017,0.017,-9999.983,0.0162,0.0162,0.016,0.016,False,False,0,0.017,0.0165,0.017,0.0165
POKT,POKT/USDT,poktusdt,2,6,2,0.217969,0.220838,2,1,1,1,0.239167,0.238179,0.219175,0.239168,0.239168,-9999.760832,0.220617,0.220838,0.218,0.218,False,False,0,0.219175,0.238179,0.239168,0.239167
CAW,CAW/USDT,cawusdt,2,12,2,5.8001e-08,0.0,2,1,0,1,6.1133e-08,6.1092e-08,5.6668e-08,6.1244e-08,6.1244e-08,-9999.999999938844,5.8001e-08,5.8056e-08,6.0555e-08,6.0555e-08,False,False,0,5.9935e-08,6.1092e-08,6.1244e-08,6.1093e-08
SPELL,SPELL/USDT,spellusdt,4,6,0,0.001402,0.001399,2,1,1,1,0.001437,0.001437,0.001402,0.001443,0.001443,-9999.998558,0.001402,0.001399,0.001437,0.001437,False,False,0,0.001443,0.001437,0.001443,0.001437
USDC,USDC/USDT,usdcusdt,4,4,2,0.0,0.0,1,0,0,0,1.0014,1.0011,1.0011,1.0013,10001.0012,-9998.9986,1.0013,1.0013,1.0013,1.0013,False,False,1,0.0,1.0011,1.0014,1.0012
UIP,UIP/USDT,uipusdt,2,6,2,0.0,0.0,1,0,0,0,0.000341,0.000339,0.000336,0.00034,10000.000337,-9999.999661,0.00034,0.00034,0.00034,0.00034,False,False,1,0.0,0.000336,0.000341,0.000341
SPELLFIRE,SPELLFIRE/USDT,spellfireusdt,4,6,0,0.006548,0.006584,2,1,1,1,0.006584,0.006584,0.006548,0.006685,0.006685,-9999.993315,0.006548,0.006557,0.006589,0.006589,False,False,0,0.006685,0.006584,0.006685,0.006584
RLY,RLY/USDT,rlyusdt,2,4,2,0.0,0.0,1,0,0,0,0.0687,0.0687,0.0663,0.0665,10000.0663,-9999.9313,0.0665,0.0665,0.0665,0.0665,False,False,1,0.0,0.0663,0.0687,0.0687
ORB,ORB/USDT,orbusdt,4,6,0,0.097336,0.097729,1,0,1,0,0.102384,0.102384,0.097336,0.097337,0.097337,-9999.897616,0.097336,0.097337,0.09766,0.09766,False,False,1,0.097717,0.097336,0.102384,0.102384
CEL,CEL/USDT,celusdt,4,4,2,0.0,0.0,2,1,0,1,0.7642,0.7642,0.7557,0.7683,0.7683,-9999.2317,0.7572,0.7572,0.7572,0.7572,False,False,0,0.7595,0.7642,0.7683,0.7642
MOOV,MOOV/USDT,moovusdt,4,6,1,0.0,0.015107,0,1,0,0,0.014056,0.014049,0.014307,0.015107,10000.014056,0.014307,0.01501,0.015107,0.015148,0.015148,False,False,0,0.0,0.014049,0.015107,0.014049
SRM,SRM/USDT,srmusdt,4,4,2,1.0982,1.1015,1,0,1,1,1.1628,1.162,1.1004,1.1015,10001.1004,-9998.8372,1.1054,1.1015,1.0983,1.0983,False,False,1,1.1004,1.1004,1.1628,1.1628
DOG,DOG/USDT,dogusdt,4,6,2,0.0,0.0,1,0,0,0,0.001764,0.001749,0.001637,0.00167,10000.001637,-9999.998251,0.00166,0.00166,0.00166,0.00166,False,False,1,0.0,0.001637,0.001764,0.001762
AVAX,AVAX/USDT,avaxusdt,4,4,2,29.332,29.3815,1,0,1,1,32.1646,32.0604,29.2932,29.3815,10029.3451,-9967.8921,29.3568,29.3815,29.1671,29.1671,False,False,1,29.2932,29.2932,32.1646,32.108
SKM,SKM/USDT,skmusdt,2,6,0,0.0,0.0,0,0,0,0,0.000677,0.00065,0.00065,0.00065,0.00065,-9999.999335,0.00065,0.00065,0.00065,0.00065,False,False,0,0.0,0.00065,0.00065,0.000665
JASMY,JASMY/USDT,jasmyusdt,4,6,2,0.011861,0.011941,1,0,1,1,0.012542,0.012502,0.011833,0.011947,10000.011851,-9999.987498,0.011892,0.011941,0.011928,0.011928,False,False,1,0.011875,0.011833,0.012542,0.012537
XYO,XYO/USDT,xyousdt,4,6,1,0.009618,0.009816,1,2,1,1,0.009699,0.009699,0.009542,0.009816,10000.009542,0.009542,0.00974,0.009816,0.009315,0.009315,False,False,1,0.009542,0.009542,0.009699,0.009699
LMR,LMR/USDT,lmrusdt,4,4,0,0.0378,0.038,1,0,1,0,0.039,0.039,0.0378,0.0379,0.0379,-9999.961,0.0378,0.0379,0.038,0.038,False,False,1,0.0378,0.0378,0.039,0.039
ZEC*3,ZEC*3/USDT,zec3lusdt,4,8,0,6.819e-05,6.628e-05,1,0,1,0,7.519e-05,7.519e-05,6.819e-05,6.825e-05,6.825e-05,-9999.99992481,6.819e-05,6.628e-05,6.712e-05,6.712e-05,False,False,1,6.591e-05,6.819e-05,7.519e-05,7.519e-05
DASH,DASH/USDT,dashusdt,4,2,2,57.17,56.96,1,0,1,1,59.32,59.32,56.74,56.96,10056.96,-9940.68,57.17,56.96,56.81,56.81,False,False,1,56.74,56.74,59.32,59.32
CVC,CVC/USDT,cvcusdt,2,4,2,0.1786,0.1778,1,0,1,1,0.1907,0.1907,0.1785,0.179,10000.1785,-9999.8093,0.1786,0.1787,0.1781,0.1781,False,False,1,0.179,0.1785,0.1907,0.1907
ETH*(-3),ETH*(-3)/USDT,eth3susdt,4,10,2,3.1913e-06,3.1758e-06,0,1,1,1,2.9792e-06,2.9604e-06,3.1913e-06,3.2045e-06,10000.0000029792,-9999.999996799,3.1913e-06,3.2024e-06,3.1889e-06,3.1889e-06,False,False,0,3.2045e-06,2.9604e-06,3.2045e-06,2.9604e-06
EPIK,EPIK/USDT,epikusdt,4,6,0,0.021715,0.021969,1,0,1,0,0.023625,0.023625,0.021715,0.022023,0.022023,-9999.976375,0.021715,0.021969,0.022042,0.022042,False,False,1,0.021623,0.021715,0.023625,0.023625
ALICE,ALICE/USDT,aliceusdt,4,4,0,2.9115,2.875,1,0,1,0,3.1168,3.1168,2.9115,2.9236,2.9236,-9996.8832,2.9115,2.865,2.8933,2.8933,False,False,1,2.9236,2.9115,3.1168,3.1168
WAVES,WAVES/USDT,wavesusdt,2,4,2,5.5539,5.6582,1,0,1,1,5.8714,5.8652,5.6207,5.6582,10005.6364,-9994.1348,5.6276,5.6582,5.5878,5.5878,False,False,1,5.6207,5.6207,5.8714,5.8698
MDS,MDS/USDT,mdsusdt,2,6,0,0.0,0.0,0,0,0,0,0.000294,0.000294,0.000294,0.000294,0.000294,0.000294,0.000294,0.000294,0.000294,0.000294,False,False,0,0.0,0.000294,0.000294,0.000294
HOT,HOT/USDT,hotusdt,2,6,0,0.002008,0.0,1,0,0,0,0.002084,0.002084,0.002008,0.00205,0.00205,-9999.997916,0.002008,0.001975,0.001975,0.001975,False,False,1,0.001999,0.002008,0.002084,0.002084
PRIMATE,PRIMATE/USDT,primateusdt,4,4,2,0.0381,0.0,1,0,0,1,0.0388,0.0388,0.0374,0.0387,10000.0375,-9999.9612,0.0381,0.0371,0.0371,0.0371,False,False,1,0.0387,0.0374,0.0388,0.0388
H2O,H2O/USDT,h2ousdt,4,6,0,0.0,0.0,2,1,0,1,0.601999,0.598209,0.596057,0.602,0.602,-9999.398001,0.597499,0.597499,0.597499,0.597499,False,False,0,0.602,0.598209,0.602,0.600321
PVT,PVT/USDT,pvtusdt,2,8,0,2.782e-05,0.0,1,0,0,0,2.943e-05,2.908e-05,2.782e-05,2.859e-05,2.859e-05,-9999.9999709,2.782e-05,2.803e-05,2.803e-05,2.803e-05,False,False,1,0.0,2.782e-05,2.943e-05,2.933e-05
EKT,EKT/USDT,ektusdt,2,6,0,0.0,0.0,1,0,0,0,0.000357,0.000326,0.00032,0.00032,0.00032,-9999.999644,0.00032,0.00032,0.00032,0.00032,False,False,1,0.0,0.00032,0.000357,0.000356
BCH*3,BCH*3/USDT,bch3lusdt,4,8,0,0.000199,0.0002,1,0,1,0,0.000226,0.000225,0.000199,0.0002,0.0002,-9999.999775,0.000199,0.000198,0.00019912,0.00019912,False,False,1,0.0002,0.000199,0.000226,0.000225
GAL,GAL/USDT,galusdt,4,4,0,5.8711,5.9389,1,0,1,0,6.5,6.3422,5.8711,5.9146,5.9146,-9993.6578,5.8711,5.9146,5.8931,5.8931,False,False,1,5.8544,5.8711,6.5,6.4859
YGG,YGG/USDT,yggusdt,4,4,0,0.6321,0.6213,1,0,1,0,0.8229,0.8229,0.6321,0.6327,0.6327,-9999.1771,0.6321,0.6327,0.63,0.63,False,False,1,0.6337,0.6321,0.8229,0.8229
DHT,DHT/USDT,dhtusdt,4,4,0,0.0,0.0,1,0,0,0,0.1341,0.1341,0.1281,0.1281,0.1281,-9999.8659,0.1281,0.1281,0.1281,0.1281,False,False,1,0.0,0.1281,0.1341,0.1341
GST,GST/USDT,gstusdt,4,4,2,2.8901,2.9082,1,0,1,1,2.9232,2.903,2.8614,2.9082,10002.8739,-9997.0967,2.9,2.9082,2.8929,2.8929,False,False,1,2.8614,2.8614,2.9232,2.9099
NOIA,NOIA/USDT,noiausdt,4,4,0,0.0,0.0,1,0,0,0,0.0708,0.0708,0.0704,0.0704,0.0704,-9999.9292,0.0704,0.0704,0.0704,0.0704,False,False,1,0.0,0.0704,0.0708,0.0708
LOKA,LOKA/USDT,lokausdt,4,4,2,0.0,0.0,1,0,0,1,1.2656,1.2569,1.1437,1.2163,10001.1752,-9998.7431,1.2127,1.2127,1.2127,1.2127,False,False,1,1.2144,1.1437,1.2656,1.2601
PAI,PAI/USDT,paiusdt,4,6,2,0.0,0.0,1,0,0,0,0.00137,0.00137,0.001178,0.001203,10000.001178,-9999.99863,0.001246,0.001246,0.001246,0.001246,False,False,1,0.0,0.001178,0.00137,0.00137
USDT,USDT/BRL,usdtbrl,1,3,0,4.924,0.0,1,0,0,0,4.932,4.932,4.924,4.925,4.925,-9995.068,4.924,4.925,4.923,4.923,False,False,1,4.924,4.924,4.932,4.932
LBP,LBP/USDT,lbpusdt,4,6,2,0.0,0.0,1,0,0,0,0.002226,0.002226,0.002062,0.002102,10000.002062,-9999.997774,0.002102,0.002102,0.002102,0.002102,False,False,1,0.0,0.002062,0.002226,0.002226
UNI*(-2),UNI*(-2)/USDT,uni2susdt,4,6,1,0.779,0.780706,1,2,1,1,0.715331,0.715331,0.714625,0.780706,10000.714625,0.714625,0.779,0.780706,0.786641,0.786641,False,False,1,0.714625,0.714625,0.715331,0.715331
TRIBE,TRIBE/USDT,tribeusdt,4,4,0,0.25,0.0,1,0,0,0,0.2552,0.2552,0.25,0.2503,0.2503,-9999.7448,0.25,0.2505,0.2505,0.2505,False,False,1,0.0,0.25,0.2552,0.2552
CRO,CRO/USDT,crousdt,2,6,0,0.187209,0.186771,1,0,1,0,0.19312,0.193106,0.187209,0.18736,0.18736,-9999.806894,0.187209,0.18736,0.186349,0.186349,False,False,1,0.18736,0.187209,0.19312,0.193107
SOL,SOL/USDT,solusdt,2,4,2,49.8592,50.0491,1,0,1,1,52.3796,52.2319,49.8574,50.0491,10049.9218,-9947.6793,49.8602,50.0491,49.7996,49.7996,False,False,1,49.8574,49.8574,52.3796,52.3517
APN,APN/USDT,apnusdt,2,6,2,0.0,0.0,0,0,0,0,0.002574,0.002574,0.002587,0.002587,10000.002574,0.002587,0.002587,0.002587,0.002587,0.002587,False,False,0,0.0,0.002574,0.002587,0.002574
STPT,STPT/USDT,stptusdt,2,6,2,0.0,0.048371,1,0,1,0,0.050327,0.050327,0.047902,0.048371,10000.047943,-9999.949673,0.048191,0.048371,0.048804,0.048804,False,False,1,0.047902,0.047902,0.050327,0.050327
FLOW,FLOW/USDT,flowusdt,4,4,0,2.7569,2.7681,1,0,1,0,2.8736,2.8735,2.7569,2.7631,2.7631,-9997.1265,2.7569,2.7631,2.7573,2.7573,False,False,1,2.7512,2.7569,2.8736,2.8735
AKT,AKT/USDT,aktusdt,4,4,2,0.0,0.0,1,0,0,0,0.477,0.4739,0.4468,0.4477,10000.45,-9999.5259,0.4477,0.4477,0.4477,0.4477,False,False,1,0.0,0.4468,0.477,0.4764
