Coin,Name,Symbol,PCoin,PPrice,Trend_1M,CBuy,CSell,WaveCountUp,WaveCountDown,WaveCountUpAfterD,WaveCountDownAfterD,Upper,Lower,AUp,ADown,BUp,BDown,CUp,CDown,DUp,DDown,MSBuy,MSSell,LastState,LastAPriceAfterD,DownPrice,UpPrice,LPrice
MANA,MANA/USDT,manausdt,2,4,0,1.0762,1.0812,1,0,1,0,1.106,1.1031,1.0762,1.0792,1.0792,-9998.8961,1.0762,1.0792,1.0808,1.0808,False,False,1,1.0733,1.0772,1.106,1.1039
IOTX,IOTX/USDT,iotxusdt,2,6,2,0.034198,0.033478,1,0,1,1,0.040187,0.040097,0.034096,0.034863,10000.034183,-9999.959903,0.034198,0.034312,0.033442,0.033442,False,False,1,0.034863,0.034096,0.040187,0.040123
UTK,UTK/USDT,utkusdt,2,4,1,0.1452,0.1617,0,1,0,1,0.1453,0.1453,0.1504,0.1617,10000.1453,0.1504,0.1504,0.1617,0.1379,0.1379,False,False,0,0.1602,0.1453,0.1617,0.1453
PEOPLE,PEOPLE/USDT,peopleusdt,4,6,0,0.024789,0.024771,1,0,1,0,0.035428,0.035291,0.024789,0.024955,0.024955,-9999.964709,0.024789,0.024955,0.024592,0.024592,False,False,1,0.024242,0.024789,0.035428,0.035365
MIR,MIR/USDT,mirusdt,4,4,0,0.2027,0.2018,1,0,1,0,0.2432,0.2408,0.2027,0.2034,0.2034,-9999.7571,0.2027,0.2034,0.2031,0.2031,False,False,1,0.2044,0.2027,0.2432,0.2429
TNB,TNB/USDT,tnbusdt,2,6,2,0.003771,0.0,0,0,0,0,0.003844,0.003844,0.003771,0.003784,10000.00377,-9999.996156,0.003771,0.003784,0.003784,0.003784,False,False,1,0.0,0.003771,0.003844,0.003844
ADA,ADA/USDT,adausdt,4,6,0,0.527129,0.529633,1,0,1,0,0.543183,0.542361,0.527129,0.527767,0.527767,-9999.457639,0.527129,0.527767,0.529175,0.529175,False,False,1,0.526897,0.527129,0.543183,0.542694
STEEM,STEEM/USDT,steemusdt,4,4,0,0.2646,0.2637,1,0,1,0,0.2811,0.2807,0.2646,0.2655,0.2655,-9999.7191,0.2646,0.2637,0.2648,0.2648,False,False,1,0.263,0.2646,0.2811,0.281
GEAR,GEAR/USDT,gearusdt,4,4,2,0.0,0.0,0,1,0,0,0.019,0.019,0.026,0.027,10000.019,-9999.9733,0.026,0.026,0.026,0.026,False,False,0,0.0,0.019,0.027,0.019
XRP*(-3),XRP*(-3)/USDT,xrp3susdt,4,4,1,0.0,2.349,0,1,0,1,2.2177,2.2177,2.3374,2.349,10002.2177,2.3374,2.3628,2.349,2.3404,2.3404,False,False,0,2.3374,2.2177,2.349,2.2177
YFI,YFI/USDT,yfiusdt,6,2,0,9132.36,9116.07,1,0,1,0,9519.7,9519.7,9132.36,9181.29,9181.29,-480.2999999999993,9132.36,9085.86,9097.01,9097.01,False,False,1,9181.29,9132.36,9519.7,9519.7
SAND,SAND/USDT,sandusdt,4,6,0,1.297854,1.288523,1,0,1,0,1.368988,1.365635,1.297854,1.299827,1.299827,-9998.634365,1.297854,1.299827,1.300176,1.300176,False,False,1,1.307672,1.297854,1.368988,1.365932
CRV,CRV/USDT,crvusdt,4,4,2,1.1532,1.1511,1,0,1,1,1.2499,1.2488,1.1501,1.1598,10001.1534,-9998.7512,1.1532,1.1482,1.1639,1.1639,False,False,1,1.1598,1.1501,1.2499,1.2499
OXT,OXT/USDT,oxtusdt,4,4,2,0.0,0.0,1,0,0,1,0.1325,0.1325,0.1278,0.1295,10000.1278,-9999.8675,0.1293,0.1293,0.1293,0.1293,False,False,1,0.1295,0.1278,0.1325,0.1325
MX,MX/USDT,mxusdt,2,4,0,1.5236,1.5287,2,1,1,1,1.576,1.576,1.5236,1.5771,1.5771,-9998.4229,1.5236,1.5287,1.5325,1.5325,False,False,0,1.5771,1.576,1.5771,1.576
CTX,CTX/USDT,ctxusdt,4,4,2,0.0,0.0,1,0,0,0,4.006,3.9733,3.8963,3.9347,10003.9411,-9996.0179,3.9347,3.9347,3.9347,3.9347,False,False,1,0.0,3.8963,4.006,3.9877
NYM,NYM/USDT,nymusdt,4,4,0,0.4946,0.5097,2,1,1,1,0.5573,0.5541,0.4946,0.5581,0.5581,-9999.4423,0.4946,0.5008,0.4857,0.4857,False,False,0,0.5581,0.5541,0.5581,0.5573
CLV,CLV/USDT,clvusdt,4,4,0,0.1458,0.0,1,0,0,0,0.1525,0.1525,0.1458,0.1459,0.1459,-9999.8475,0.1458,0.1439,0.1439,0.1439,False,False,1,0.1459,0.1458,0.1525,0.1525
ZIG,ZIG/USDT,zigusdt,4,6,2,0.0,0.0,1,0,0,0,0.020673,0.020673,0.02,0.020143,10000.02,-9999.979327,0.020143,0.020143,0.020143,0.020143,False,False,1,0.0,0.02,0.020673,0.020673
GALA,GALA/USDT,galausdt,2,6,2,0.08167,0.081894,1,0,1,1,0.08466,0.084567,0.081075,0.081894,10000.081259,-9999.915433,0.08167,0.081894,0.081846,0.081846,False,False,1,0.081075,0.081075,0.08466,0.084606
CKB,CKB/USDT,ckbusdt,2,6,2,0.004897,0.004945,1,0,1,1,0.005028,0.005028,0.004926,0.004945,10000.004926,-9999.994972,0.004927,0.004945,0.004906,0.004906,False,False,1,0.004926,0.004926,0.005028,0.005028
TRAC,TRAC/USDT,tracusdt,4,4,2,0.0,0.0,1,0,0,0,0.3361,0.3048,0.3046,0.3088,10000.3087,-9999.6808,0.3088,0.3088,0.3088,0.3088,False,False,1,0.0,0.3046,0.3361,0.3224
SFUND,SFUND/USDT,sfundusdt,4,4,2,0.0,0.0,0,0,0,0,1.789,1.6358,1.6791,1.74,10001.6825,-9998.2648,1.7316,1.7316,1.7316,1.7316,False,False,1,0.0,1.6791,1.789,1.7364
FILDA,FILDA/USDT,fildausdt,2,6,2,0.0,0.0,0,1,0,0,0.0076,0.0076,0.007607,0.008,10000.0076,-9999.992,0.0077,0.0077,0.0077,0.0077,False,False,0,0.0,0.0076,0.008,0.0076
BTC*3,BTC*3/USDT,btc3lusdt,4,4,0,2.8073,0.0,1,0,0,0,2.9763,2.9763,2.8073,2.8236,2.8236,-9997.0237,2.8073,2.8091,2.8073,2.8073,False,False,1,2.8236,2.8073,2.9763,2.9763
ARPA,ARPA/USDT,arpausdt,2,6,0,0.033476,0.0,1,0,0,0,0.0345,0.0345,0.033476,0.033579,0.033579,-9999.9655,0.033476,0.032981,0.033194,0.033194,False,False,1,0.033579,0.033476,0.0345,0.0345
NUM,NUM/USDT,numusdt,4,4,0,0.0,0.0,2,1,0,1,0.0981,0.0981,0.0941,0.0982,0.0982,-9999.9018,0.0944,0.0944,0.0944,0.0944,False,False,0,0.0982,0.0981,0.0982,0.0981
GOF,GOF/USDT,gofusdt,2,4,0,0.0579,0.0,1,0,0,0,0.064,0.0639,0.0579,0.0609,0.0609,-9999.9361,0.0579,0.0609,0.0593,0.0593,False,False,1,0.0,0.0579,0.064,0.0639
XRT,XRT/USDT,xrtusdt,4,4,2,4.3225,4.3513,1,0,1,1,4.527,4.5151,4.2944,4.3513,10004.2944,-9995.4759,4.3156,4.3513,4.3134,4.3134,False,False,1,4.2944,4.2944,4.527,4.5241
DIA,DIA/USDT,diausdt,4,4,2,0.0,0.0,2,1,0,1,0.5376,0.5376,0.518,0.56,0.56,0.518,0.528,0.56,0.528,0.528,False,True,0,0.5684,0.5376,0.56,0.5376
BTT,BTT/USDT,bttusdt,4,10,0,1.1062e-06,1.1078e-06,1,0,0,0,1.1252e-06,1.1228e-06,1.1062e-06,1.1121e-06,1.1121e-06,-9999.9999988761,1.1062e-06,1.1078e-06,1.0974e-06,1.0974e-06,False,False,1,1.11e-06,1.1062e-06,1.1252e-06,1.124e-06
WOZX,WOZX/USDT,wozxusdt,4,4,2,0.1091,0.0,1,2,0,0,0.1092,0.106,0.1061,0.1161,10000.1089,0.1061,0.1091,0.1099,0.1069,0.1069,False,False,1,0.1141,0.1061,0.1092,0.1061
SPRT,SPRT/USDT,sprtusdt,4,4,2,0.0,0.0,2,0,0,0,0.5049,0.4933,0.493,0.4989,0.4989,-9999.4984,0.4974,0.4989,0.4974,0.4974,False,False,0,0.0,0.4933,0.4989,0.5016
QRDO,QRDO/USDT,qrdousdt,4,4,2,0.5208,0.5288,2,1,1,1,0.5219,0.5219,0.5194,0.5308,0.5308,-9999.4692,0.5225,0.5288,0.5357,0.5357,False,False,0,0.5194,0.5219,0.5308,0.5219
AKRO,AKRO/USDT,akrousdt,2,5,0,0.00344,0.00341,1,0,1,0,0.0037,0.0037,0.00344,0.00347,0.00347,-9999.9963,0.00344,0.0034,0.00344,0.00344,False,False,1,0.00347,0.00344,0.0037,0.0037
ATOM,ATOM/USDT,atomusdt,3,4,0,10.9136,10.846,1,0,1,0,11.4236,11.4073,10.9136,10.9742,10.9742,-9988.5927,10.9136,10.846,10.9238,10.9238,False,False,1,10.8073,10.9136,11.4236,11.4226
REEF,REEF/USDT,reefusdt,4,6,0,0.004368,0.004397,1,0,1,0,0.004577,0.004566,0.004368,0.004373,0.004373,-9999.995434,0.004368,0.004373,0.004376,0.004376,False,False,1,0.004359,0.004368,0.004577,0.004567
IMX,IMX/USDT,imxusdt,4,4,2,0.857,0.8649,1,0,1,1,0.9986,0.9958,0.8556,0.8649,10000.8576,-9999.0042,0.8615,0.8649,0.8583,0.8583,False,False,1,0.8556,0.8556,0.9986,0.9986
LINK*(-3),LINK*(-3)/USDT,link3susdt,4,4,2,0.0,0.0,0,1,0,1,18.8023,18.8023,21.3922,22.0831,10018.8023,-9977.9169,21.3922,21.3922,21.3922,21.3922,False,False,0,22.0831,18.8023,22.0831,18.8023
KNC,KNC/USDT,kncusdt,2,4,2,2.4722,2.5364,1,0,1,1,2.5836,2.5705,2.4995,2.5364,10002.4995,-9997.4204,2.5253,2.5364,2.4965,2.4965,False,False,1,2.4995,2.4995,2.5836,2.5796
AIOZ,AIOZ/USDT,aiozusdt,4,4,1,0.1402,0.1433,0,1,0,1,0.1208,0.1208,0.1409,0.1433,10000.1208,0.1409,0.1461,0.1433,0.1278,0.1278,False,False,0,0.1409,0.1208,0.1433,0.1208
SNX,SNX/USDT,snxusdt,2,4,2,2.5675,2.5645,1,0,1,1,2.74,2.7385,2.5539,2.5645,10002.559,-9997.2615,2.5675,2.5645,2.5426,2.5426,False,False,1,2.5539,2.5539,2.74,2.7386
LITH,LITH/USDT,lithusdt,4,6,2,0.001983,0.0,1,0,0,1,0.002059,0.002059,0.001956,0.002,10000.001967,-9999.997941,0.001983,0.001917,0.001917,0.001917,False,False,1,0.002,0.001956,0.002059,0.002059
BAT,BAT/USDT,batusdt,2,4,0,0.3807,0.3824,1,0,1,0,0.4034,0.4034,0.3807,0.3817,0.3817,-9999.5966,0.3807,0.3817,0.3835,0.3835,False,False,1,0.3805,0.3807,0.4034,0.4034
RACA,RACA/USDT,racausdt,4,6,0,0.000545,0.000549,1,0,1,0,0.000567,0.000567,0.000545,0.000559,0.000559,-9999.999433,0.000545,0.000549,0.000546,0.000546,False,False,1,0.000541,0.000545,0.000567,0.000567
LOL,LOL/USDT,lolusdt,4,6,0,2.8e-05,0.0,1,0,0,0,3.4e-05,3.4e-05,2.8e-05,2.9e-05,2.9e-05,-9999.999966,2.8e-05,2.9e-05,2.8e-05,2.8e-05,False,False,1,2.9e-05,2.8e-05,3.4e-05,3.4e-05
FUSE,FUSE/USDT,fuseusdt,4,4,0,0.1436,0.1442,1,0,1,0,0.1444,0.1443,0.1436,0.1441,0.1441,-9999.8557,0.1436,0.1438,0.144,0.144,False,False,1,0.1441,0.1436,0.1444,0.1443
SKU,SKU/USDT,skuusdt,4,6,2,0.0,0.0,1,0,0,0,0.029543,0.029543,0.029087,0.029348,10000.029087,-9999.970457,0.029348,0.029348,0.029348,0.029348,False,False,1,0.0,0.029087,0.029543,0.029543
C98,C98/USDT,c98usdt,4,4,0,0.5088,0.514,1,0,1,0,0.5939,0.5939,0.5088,0.5126,0.5126,-9999.4061,0.5088,0.5126,0.5104,0.5104,False,False,1,0.5085,0.5088,0.5939,0.5939
GCOIN,GCOIN/USDT,gcoinusdt,4,4,2,0.0,0.0,0,1,0,1,0.17,0.17,0.19,0.1902,10000.17,-9999.8098,0.19,0.19,0.19,0.19,False,False,0,0.1902,0.17,0.1902,0.17
BNB,BNB/USDT,bnbusdt,4,2,0,307.34,308.39,1,0,1,0,319.6,319.35,307.34,307.89,307.89,-9680.44,307.34,307.89,306.92,306.92,False,False,1,307.48,307.34,319.6,319.56
ITC,ITC/USDT,itcusdt,4,6,2,0.0,0.0,0,1,0,1,0.010179,0.009794,0.009972,0.010085,10000.009935,-9999.990018,0.009972,0.009972,0.009972,0.009972,False,False,0,0.010085,0.009794,0.010085,0.00991
PHA,PHA/USDT,phausdt,4,6,0,0.125607,0.0,1,0,0,0,0.130129,0.130129,0.125607,0.126642,0.126642,-9999.869871,0.125607,0.124923,0.124994,0.124994,False,False,1,0.126642,0.125607,0.130129,0.130129
LQTY,LQTY/USDT,lqtyusdt,4,4,0,0.0,0.0,1,0,0,0,1.6247,1.6247,1.5761,1.5761,1.5761,-9998.3753,1.5761,1.5761,1.5761,1.5761,False,False,1,0.0,1.5761,1.6247,1.6247
LBA,LBA/USDT,lbausdt,4,6,2,0.0,0.0,1,2,0,0,0.001376,0.001356,0.001283,0.001373,0.001373,0.001283,0.001283,0.00132,0.00132,0.00132,True,False,1,0.0,0.001283,0.001376,0.00137
MC,MC/USDT,mcusdt,4,4,2,1.04,0.0,1,0,0,1,1.1251,1.1251,1.0351,1.05,10001.0351,-9998.8749,1.04,1.0304,1.0299,1.0299,False,False,1,1.05,1.0351,1.1251,1.1251
RAD,RAD/USDT,radusdt,4,4,0,0.0,0.0,1,0,0,0,2.0876,2.0876,1.9796,1.9796,1.9796,-9997.9124,1.9796,1.9796,1.9796,1.9796,False,False,1,0.0,1.9796,2.0876,2.0876
LET,LET/USDT,letusdt,4,6,0,0.0,0.0,1,0,0,0,0.001282,0.001282,0.001233,0.001233,0.001233,-9999.998718,0.001233,0.001233,0.001233,0.001233,False,False,1,0.0,0.001233,0.001282,0.001282
GODS,GODS/USDT,godsusdt,4,4,0,0.7688,0.7175,1,0,1,0,1.0611,1.0349,0.7688,0.79,0.79,-9998.9651,0.7688,0.7018,0.7487,0.7487,False,False,1,0.79,0.7688,1.0611,1.0466
FTT,FTT/USDT,fttusdt,4,4,0,29.9256,29.8877,2,1,1,1,30.5979,30.5979,29.9256,30.5996,30.5996,-9969.4004,29.9256,29.8877,29.8925,29.8925,False,False,0,30.5996,30.5979,30.5996,30.5979
BCH*(-3),BCH*(-3)/USDT,bch3susdt,4,8,1,3.144e-05,3.124e-05,1,2,1,1,2.755e-05,2.755e-05,2.735e-05,3.124e-05,10000.00002748,2.735e-05,3.121e-05,3.124e-05,3.127e-05,3.127e-05,False,False,1,2.735e-05,2.735e-05,2.755e-05,2.755e-05
POLC,POLC/USDT,polcusdt,4,4,2,0.083,0.0838,1,0,1,1,0.0874,0.0873,0.0833,0.0838,10000.0833,-9999.9127,0.083,0.0838,0.0831,0.0831,False,False,1,0.0833,0.0833,0.0874,0.0874
SMT,SMT/USDT,smtusdt,4,6,1,0.0,0.002258,0,1,0,0,0.002183,0.002183,0.002221,0.002258,10000.002183,0.002221,0.002261,0.002258,0.002259,0.002259,False,False,0,0.002221,0.002183,0.002258,0.002183
CVX,CVX/USDT,cvxusdt,4,4,0,9.5727,9.6608,1,0,1,0,9.7938,9.7938,9.5727,9.6284,9.6284,-9990.2062,9.5727,9.5998,9.7516,9.7516,False,False,1,9.6284,9.5727,9.7938,9.7938
HUNT,HUNT/USDT,huntusdt,4,4,2,0.4726,0.0,1,0,0,1,0.512,0.5091,0.4717,0.4765,10000.4751,-9999.49,0.4726,0.4744,0.4744,0.4744,False,False,1,0.4765,0.4717,0.512,0.5106
UPI,UPI/USDT,upiusdt,4,4,1,0.0318,0.0333,0,1,0,1,0.0302,0.0301,0.0319,0.0333,10000.0301,0.0319,0.0319,0.0333,0.0332,0.0332,False,False,0,0.0339,0.0301,0.0333,0.0301
MGG,MGG/USDT,mggusdt,4,6,2,0.0,0.0,2,1,0,0,0.023783,0.023623,0.022958,0.023863,0.023863,-9999.976311,0.022992,0.022992,0.022992,0.022992,False,False,0,0.0,0.023623,0.023863,0.023628
WAR,WAR/USDT,warusdt,4,4,2,0.0,0.0,0,0,0,0,0.0122,0.0122,0.0129,0.0129,10000.0122,0.0129,0.0129,0.0129,0.0129,0.0129,False,False,0,0.0,0.0122,0.0129,0.0122
GQ,GQ/USDT,gqusdt,4,6,2,0.007467,0.0,1,0,0,1,0.008192,0.008192,0.007466,0.007668,10000.007522,-9999.991808,0.007467,0.007266,0.007622,0.007622,False,False,1,0.007668,0.007466,0.008192,0.008192
ONIT,ONIT/USDT,onitusdt,4,4,1,0.0,0.0608,0,1,0,1,0.0582,0.0582,0.0598,0.0608,10000.0582,0.06,0.0598,0.0608,0.06,0.06,False,False,0,0.0603,0.0582,0.0601,0.0582
SHIB,SHIB/USDT,shibusdt,2,8,0,1.159e-05,0.0,1,0,0,0,1.195e-05,1.193e-05,1.159e-05,1.164e-05,1.164e-05,-9999.99998806,1.159e-05,1.155e-05,1.158e-05,1.158e-05,False,False,1,1.164e-05,1.159e-05,1.195e-05,1.194e-05
ASTR,ASTR/USDT,astrusdt,2,6,2,0.055421,0.055652,1,0,1,1,0.057899,0.057899,0.055413,0.055622,10000.055415,-9999.942101,0.055421,0.055568,0.055657,0.055657,False,False,1,0.055622,0.055413,0.057899,0.057899
BLZ,BLZ/USDT,blzusdt,2,4,2,0.077,0.0781,1,0,1,1,0.081,0.0809,0.0774,0.0781,10000.0778,-9999.9191,0.078,0.0781,0.077,0.077,False,False,1,0.0774,0.0774,0.081,0.0809
LHB,LHB/USDT,lhbusdt,2,6,2,0.0,0.0,1,2,0,0,0.001356,0.001339,0.001337,0.001419,10000.00135,0.001337,0.001418,0.001418,0.001418,0.001418,False,False,1,0.0,0.001337,0.001356,0.001356
CAKE,CAKE/USDT,cakeusdt,4,4,0,4.4526,4.4833,1,0,1,0,4.7821,4.759,4.4526,4.4966,4.4966,-9995.2319,4.4526,4.4833,4.4852,4.4852,False,False,1,4.441,4.4526,4.7821,4.7689
YFII,YFII/USDT,yfiiusdt,4,4,0,1182.1305,0.0,2,1,0,1,1203.2263,1203.2263,1182.1305,1205.7841,1205.7841,-8794.2159,1182.1305,1181.7796,1186.66,1186.66,False,False,0,1205.7841,1203.2263,1205.7841,1203.2263
DYDX,DYDX/USDT,dydxusdt,4,4,0,1.9589,1.9392,1,0,1,0,2.1899,2.184,1.9589,1.9671,1.9671,-9997.816,1.9589,1.9377,1.9496,1.9496,False,False,1,1.9671,1.9589,2.1899,2.1886
AMP,AMP/USDT,ampusdt,4,6,0,0.012944,0.01297,1,0,0,0,0.013306,0.013279,0.012944,0.01307,0.01307,-9999.986721,0.012944,0.012976,0.012947,0.012947,False,False,1,0.01307,0.012944,0.013306,0.013302
ETC,ETC/USDT,etcusdt,4,4,0,20.2168,20.1602,1,0,1,0,20.9009,20.8909,20.2168,20.2286,20.2286,-9979.1091,20.2168,20.2286,20.2538,20.2538,False,False,1,20.2613,20.2168,20.9009,20.8909
CUDOS,CUDOS/USDT,cudosusdt,4,6,2,0.0,0.0,1,0,0,0,0.0111,0.011079,0.010431,0.010848,10000.010454,-9999.988921,0.010823,0.010823,0.010823,0.010823,False,False,1,0.0,0.010431,0.0111,0.011097
O3,O3/USDT,o3usdt,2,4,0,0.2022,0.0,1,0,0,0,0.22,0.2178,0.2022,0.2085,0.2085,-9999.7822,0.2022,0.2085,0.2086,0.2086,False,False,1,0.0,0.2022,0.22,0.22
ELF,ELF/USDT,elfusdt,4,4,2,0.1518,0.152,1,0,1,1,0.1624,0.1624,0.1516,0.152,10000.1516,-9999.8376,0.1518,0.152,0.1525,0.1525,False,False,1,0.1516,0.1516,0.1624,0.1624
TRB,TRB/USDT,trbusdt,4,4,2,10.2672,10.2596,1,0,1,1,11.3787,11.3786,10.2396,10.2935,10010.2397,-9988.6214,10.2672,10.286,10.2943,10.2943,False,False,1,10.2935,10.2396,11.3787,11.3786
YEE,YEE/USDT,yeeusdt,2,6,1,0.000239,0.000242,0,1,0,1,0.000214,0.000214,0.000233,0.000242,10000.000214,0.000233,0.000239,0.000242,0.000227,0.000227,False,False,0,0.000266,0.000214,0.000242,0.000214
ANML,ANML/USDT,anmlusdt,4,6,2,0.0,0.0,0,0,0,0,0.002841,0.002746,0.002812,0.002812,10000.002776,-9999.997181,0.002812,0.002812,0.002812,0.002812,False,False,1,0.0,0.002798,0.002841,0.002819
1INCH,1INCH/USDT,1inchusdt,4,6,0,0.928001,0.927948,1,0,1,0,0.993075,0.993075,0.928001,0.931825,0.931825,-9999.006925,0.928001,0.926756,0.925273,0.925273,False,False,1,0.931825,0.928001,0.993075,0.993075
LUNR,LUNR/USDT,lunrusdt,4,4,1,0.2999,0.3005,0,1,0,1,0.2897,0.2865,0.2928,0.3005,10000.2895,0.2928,0.2999,0.3005,0.3,0.3,False,False,0,0.3006,0.2865,0.3005,0.2895
SNS,SNS/USDT,snsusdt,2,6,2,0.0,0.0,0,1,0,1,0.026501,0.026501,0.029103,0.029903,10000.026501,-9999.970097,0.029103,0.029103,0.029103,0.029103,False,False,0,0.029903,0.026501,0.029903,0.026501
GMT,GMT/USDT,gmtusdt,4,4,0,1.35,1.3342,1,0,1,0,1.4107,1.4077,1.35,1.3564,1.3564,-9998.5923,1.35,1.3564,1.3463,1.3463,False,False,1,1.3605,1.35,1.4107,1.409
1SOL,1SOL/USDT,1solusdt,4,4,1,0.1055,0.1061,0,1,0,1,0.1051,0.1051,0.1059,0.1061,10000.1051,0.1059,0.1059,0.1061,0.1061,0.1061,False,False,0,0.1056,0.1051,0.1061,0.1051
BICO,BICO/USDT,bicousdt,4,4,2,0.6869,0.6946,1,0,1,1,0.7058,0.7058,0.6897,0.6946,10000.6909,-9999.2942,0.6925,0.6946,0.7012,0.7012,False,False,1,0.6897,0.6897,0.7058,0.7058
AUDIO,AUDIO/USDT,audiousdt,4,4,2,0.0,0.4104,2,1,1,0,0.4613,0.4586,0.4035,0.4599,0.4599,-9999.5412,0.4138,0.4104,0.4138,0.4138,False,False,0,0.4035,0.4586,0.4599,0.4586
ATS,ATS/USDT,atsusdt,2,6,0,0.215794,0.0,1,0,0,0,0.217403,0.217403,0.215794,0.215797,0.215797,-9999.782597,0.215794,0.217233,0.217233,0.217233,False,False,1,0.0,0.215794,0.217403,0.217403
USDT,USDT/HUSD,usdthusd,4,4,2,0.0,0.0,0,0,0,0,0.9988,0.9986,0.9987,0.9987,10000.9986,0.9987,0.9987,0.9987,0.9987,0.9987,False,False,0,0.0,0.9986,0.9987,0.9987
ANKR,ANKR/USDT,ankrusdt,2,6,2,0.037274,0.036914,1,0,1,1,0.040644,0.040605,0.037222,0.03739,10000.037287,-9999.959395,0.037274,0.036914,0.03708,0.03708,False,False,1,0.03739,0.037222,0.040644,0.040611
RSS3,RSS3/USDT,rss3usdt,4,4,0,0.1275,0.1269,1,0,1,0,0.1291,0.1289,0.1275,0.128,0.128,-9999.8709,0.1275,0.128,0.1274,0.1274,False,False,1,0.1281,0.1275,0.1291,0.1291
CRPT,CRPT/USDT,crptusdt,4,4,1,0.1918,0.275,0,1,0,1,0.275,0.2226,0.228,0.275,10000.2226,0.228,0.2749,0.275,0.1983,0.1983,False,False,0,0.228,0.2226,0.275,0.2464
ONE,ONE/USDT,oneusdt,2,6,0,0.046562,0.046169,1,0,1,0,0.050165,0.050089,0.046562,0.046647,0.046647,-9999.949911,0.046562,0.046647,0.046298,0.046298,False,False,1,0.045999,0.046562,0.050165,0.050092
AURORA,AURORA/USDT,aurorausdt,4,4,2,3.6516,3.6813,2,1,0,0,3.7891,3.7697,3.5651,3.7802,3.7802,-9996.2198,3.6516,3.6813,3.6507,3.6507,False,False,0,3.698,3.7697,3.7802,3.7765
CTSI,CTSI/USDT,ctsiusdt,2,4,0,0.1855,0.185,1,0,1,0,0.196,0.1959,0.1855,0.1864,0.1864,-9999.8041,0.1855,0.1846,0.1867,0.1867,False,False,1,0.1864,0.1855,0.196,0.1959
NKN,NKN/USDT,nknusdt,2,6,2,0.09756,0.096348,1,0,1,1,0.102986,0.102986,0.097235,0.097749,10000.097235,-9999.897014,0.09756,0.097576,0.097313,0.097313,False,False,1,0.097749,0.097235,0.102986,0.102986
ZEC,ZEC/USDT,zecusdt,4,2,0,102.67,103.35,1,0,1,0,106.88,106.8,102.67,102.96,102.96,-9893.2,102.67,102.96,102.47,102.47,False,False,1,102.63,102.67,106.88,106.82
SDN,SDN/USDT,sdnusdt,2,4,0,0.0,0.0,1,0,0,0,0.4106,0.4106,0.38,0.38,0.38,-9999.5894,0.38,0.38,0.38,0.38,False,False,1,0.0,0.38,0.4106,0.4106
XCUR,XCUR/USDT,xcurusdt,4,4,0,0.1477,0.1515,2,1,1,1,0.1578,0.1558,0.1477,0.1572,0.1572,-9999.8441,0.1477,0.1496,0.1509,0.1509,False,False,0,0.1572,0.1558,0.1572,0.1558
FIS,FIS/USDT,fisusdt,2,4,0,0.0,0.0,1,0,0,0,0.3248,0.3248,0.3052,0.3052,0.3052,-9999.6752,0.3052,0.3052,0.3052,0.3052,False,False,1,0.0,0.3052,0.3248,0.3248
SXP,SXP/USDT,sxpusdt,4,4,2,0.0,0.0,1,0,0,0,0.4945,0.4925,0.4612,0.4716,10000.4657,-9999.5074,0.4653,0.4653,0.4653,0.4653,False,False,1,0.0,0.4612,0.4945,0.4929
FIL,FIL/USDT,filusdt,4,4,0,7.9858,8.0215,1,0,1,0,8.4035,8.3937,7.9858,8.0011,8.0011,-9991.6063,7.9858,8.0011,8.0176,8.0176,False,False,1,7.9975,7.9858,8.4035,8.3937
BTC*(-3),BTC*(-3)/USDT,btc3susdt,4,8,2,0.00022886,0.00023116,0,1,1,1,0.00021594,0.00021594,0.00022886,0.00022925,10000.00021594,-9999.99977096,0.00022886,0.000229,0.00023022,0.00023022,False,False,0,0.00022925,0.00021594,0.00022925,0.00021594
PHCR,PHCR/USDT,phcrusdt,4,6,2,0.0,0.0,1,2,0,1,0.000194,0.000194,0.000192,0.000194,10000.000192,0.000192,0.000193,0.000193,0.000193,0.000193,False,False,1,0.000194,0.000192,0.000194,0.000194
UST,UST/USDT,ustusdt,4,4,0,0.0558,0.0568,1,0,1,0,0.0657,0.0655,0.0558,0.0562,0.0562,-9999.9345,0.0558,0.0562,0.0577,0.0577,False,False,1,0.0558,0.0558,0.0657,0.0657
VET,VET/USDT,vetusdt,4,6,0,0.030309,0.030388,1,0,1,0,0.032029,0.031993,0.030308,0.030388,0.030388,-9999.968007,0.030309,0.030388,0.030435,0.030435,False,False,1,0.030308,0.030308,0.032029,0.031999
SOC,SOC/USDT,socusdt,2,6,2,0.0,0.0,0,1,0,1,0.002185,0.002185,0.002224,0.002237,10000.002185,-9999.997763,0.002224,0.002224,0.002224,0.002224,False,False,0,0.002237,0.002185,0.002237,0.002185
ZRX,ZRX/USDT,zrxusdt,2,4,0,0.4231,0.4233,1,0,1,0,0.4484,0.4484,0.4231,0.4234,0.4234,-9999.5516,0.4231,0.4233,0.4288,0.4288,False,False,1,0.4224,0.4231,0.4484,0.4484
KMA,KMA/USDT,kmausdt,2,6,2,0.0,0.0,1,0,0,0,0.002491,0.002491,0.0021,0.002134,10000.0021,-9999.997509,0.002134,0.002134,0.002134,0.002134,False,False,1,0.0,0.0021,0.002491,0.002491
