Coin,Name,Symbol,PCoin,PPrice,Trend_15M,CBuy,CSell,WaveCountUp,WaveCountDown,WaveCountUpAfterD,WaveCountDownAfterD,Upper,Lower,AUp,ADown,BUp,BDown,CUp,CDown,DUp,DDown,MSBuy,MSSell,LastState,LastAPriceAfterD,DownPrice,UpPrice,LPrice
SMT,SMT/USDT,smtusdt,4,6,0,0.001959,0.002396,1,0,1,0,0.002137,0.002111,0.001959,0.001988,0.001988,-9999.997863,0.001959,0.001988,0.002438,0.002438,False,False,1,0.001876,0.001959,0.002137,0.002137
MX,MX/USDT,mxusdt,2,4,2,0.0,0.0,1,0,0,0,1.684,1.6322,1.5375,1.6,10001.538,-9998.344,1.5238,1.5238,1.5238,1.5238,False,False,1,0.0,1.5375,1.684,1.6625
BTS,BTS/USDT,btsusdt,2,4,1,0.0,0.0126,2,1,1,0,0.0134,0.0122,0.0122,0.0134,0.0124,0.0122,0.012,0.0134,0.012,0.012,False,True,0,0.0122,0.0122,0.0124,0.0132
GT,GT/USDT,gtusdt,2,4,2,5.7463,5.7975,1,0,1,1,5.8216,5.7578,5.7297,5.7975,10005.7517,-9994.2422,5.7586,5.7975,5.6115,5.6115,False,False,1,5.7297,5.7297,5.8216,5.8064
AKRO,AKRO/USDT,akrousdt,2,5,0,0.00357,0.00369,1,0,1,0,0.00372,0.00367,0.00357,0.00369,0.00369,-9999.99632,0.00357,0.00369,0.00344,0.00344,False,False,1,0.00371,0.00357,0.00372,0.00372
ATOM,ATOM/USDT,atomusdt,3,4,2,11.3734,11.4475,1,2,1,1,11.5757,11.4803,11.2935,11.7747,10011.3609,11.2935,11.3734,11.4475,11.1559,11.1559,False,False,1,11.7747,11.2935,11.5757,11.5451
ALGO,ALGO/USDT,algousdt,2,4,0,0.437,0.4483,1,0,1,0,0.4423,0.4383,0.437,0.4396,0.4396,-9999.5596,0.437,0.4396,0.4332,0.4332,False,False,1,0.4341,0.437,0.4423,0.4409
AE,AE/USDT,aeusdt,2,4,2,0.0827,0.0,0,1,0,1,0.0989,0.0789,0.0827,0.1042,10000.0813,-9999.9173,0.0827,0.082,0.082,0.082,False,False,0,0.1042,0.0789,0.1042,0.0911
SCRT,SCRT/USDT,scrtusdt,4,4,1,2.2948,2.3069,0,1,0,1,2.2948,2.2948,2.2949,2.3069,10002.2948,2.2949,2.295,2.3069,2.33,2.33,False,False,0,2.2949,2.2948,2.3069,2.2948
LINK*3,LINK*3/USDT,link3lusdt,4,10,1,7.5392e-06,7.8188e-06,1,2,1,1,7.7313e-06,7.7313e-06,7.2448e-06,7.8188e-06,10000.0000072748,7.2448e-06,7.4871e-06,7.8188e-06,6.4825e-06,6.4825e-06,False,False,1,7.2448e-06,7.2448e-06,7.7313e-06,7.7313e-06
EM,EM/USDT,emusdt,2,6,2,0.002022,0.002099,1,2,1,1,0.002127,0.002098,0.001971,0.002136,10000.001971,0.001971,0.002022,0.00207,0.002021,0.002021,False,False,1,0.002136,0.001971,0.002127,0.002127
1INCH,1INCH/USDT,1inchusdt,4,6,2,0.99337,0.995198,1,2,1,1,1.00769,1.00247,0.990226,1.013246,10000.993359,0.990226,0.99337,0.986045,0.925002,0.925002,False,False,1,1.013246,0.990226,1.00769,1.007425
LAT,LAT/USDT,latusdt,2,4,2,0.0168,0.0167,1,0,1,1,0.0171,0.0162,0.0161,0.0167,10000.0161,-9999.9831,0.0164,0.0167,0.0151,0.0151,False,False,1,0.0161,0.0161,0.0171,0.0163
CKB,CKB/USDT,ckbusdt,2,6,0,0.005002,0.005037,1,0,1,0,0.005073,0.005058,0.005002,0.005025,0.005025,-9999.994942,0.005002,0.005025,0.004865,0.004865,False,False,1,0.005078,0.005002,0.005073,0.005073
IOTA,IOTA/USDT,iotausdt,4,4,1,0.3431,0.3549,1,2,1,1,0.3462,0.3434,0.3378,0.3549,10000.3389,0.3378,0.3488,0.3549,0.3233,0.3233,False,False,1,0.3378,0.3378,0.3462,0.3459
O3,O3/USDT,o3usdt,2,4,0,0.1984,0.0,1,0,0,0,0.2449,0.205,0.1984,0.2212,0.2212,-9999.7822,0.1984,0.2212,0.2072,0.2072,False,False,1,0.2135,0.1984,0.2449,0.2055
NAS,NAS/USDT,nasusdt,4,4,2,0.0,0.0964,1,2,1,0,0.0965,0.0957,0.095,0.0976,0.0976,0.095,0.095,0.0964,0.0965,0.0965,True,False,1,0.0946,0.095,0.0965,0.0962
UNIC,UNIC/USDT,unicusdt,4,4,2,0.0,0.0,2,1,0,0,10.6347,10.6202,10.4541,10.7084,10.7084,10.4541,10.6993,10.7084,10.6993,10.6993,False,True,0,0.0,10.6202,10.7084,10.6202
WNXM,WNXM/USDT,wnxmusdt,4,4,2,0.0,0.0,1,2,0,0,17.8465,17.1367,17.1335,17.8378,17.8378,17.1335,17.1335,16.954,16.954,16.954,True,False,1,0.0,17.1335,17.8465,17.6101
LINA,LINA/USDT,linausdt,4,6,0,0.009906,0.009426,1,2,1,1,0.010175,0.010076,0.009983,0.01079,0.01079,0.009983,0.009983,0.009767,0.008831,0.008831,True,False,1,0.01079,0.009983,0.010175,0.010155
CAW,CAW/USDT,cawusdt,2,12,2,5.8266e-08,6.2699e-08,0,1,1,0,5.8096e-08,5.3125e-08,5.8266e-08,6.5e-08,10000.000000055952,-9999.999999939371,5.8266e-08,6.1009e-08,6.4063e-08,6.4063e-08,False,False,0,5.6e-08,5.3125e-08,6.5e-08,5.33e-08
SNX,SNX/USDT,snxusdt,2,4,0,2.6844,2.7719,2,0,1,0,2.7908,2.7162,2.6844,2.751,2.74,-9997.2399,2.6844,2.751,2.5719,2.5719,False,False,0,2.7941,2.7162,2.74,2.767
