Coin,Name,Symbol,PCoin,PPrice,Trend_15M,CBuy,CSell,WaveCountUp,WaveCountDown,WaveCountUpAfterD,WaveCountDownAfterD,Upper,Lower,AUp,ADown,BUp,BDown,CUp,CDown,DUp,DDown,MSBuy,MSSell,LastState,LastAPriceAfterD,DownPrice,UpPrice,LPrice
HIT,HIT/USDT,hitusdt,4,8,2,0.0,0.0,0,1,0,0,8.47e-06,8.05e-06,9.13e-06,9.17e-06,10000.00000835,9.13e-06,9.13e-06,9.13e-06,9.13e-06,9.13e-06,False,False,0,0.0,8.05e-06,9.17e-06,8.35e-06
COMP,COMP/USDT,compusdt,6,2,1,69.39,71.89,1,2,1,1,73.04,70.73,69.31,71.89,10069.86,69.31,70.32,71.89,66.93,66.93,False,False,1,69.31,69.31,73.04,71.78
LXT,LXT/USDT,lxtusdt,2,6,2,0.0,0.0,1,0,0,0,0.000317,0.00023,0.000241,0.000257,10000.000253,-9999.999747,0.00026,0.00026,0.00026,0.00026,False,False,1,0.0,0.000241,0.000317,0.000256
CRU,CRU/USDT,cruusdt,4,4,1,1.1567,1.1676,1,2,1,1,1.1323,1.1319,1.1309,1.1676,10001.1309,1.1309,1.1524,1.1676,1.112,1.112,False,False,1,1.1309,1.1309,1.1323,1.1323
XRP*(-3),XRP*(-3)/USDT,xrp3susdt,4,4,0,2.148,2.2361,2,1,1,1,2.1886,2.1886,2.148,2.2368,2.2368,-9997.7702,2.148,2.1839,2.3719,2.3719,False,False,0,2.2368,2.1886,2.2368,2.1886
MC,MC/USDT,mcusdt,4,4,0,1.11,1.12,1,0,1,0,1.125,1.125,1.11,1.1199,1.1199,-9998.875,1.11,1.1199,1.025,1.025,False,False,1,1.1599,1.11,1.125,1.125
ITC,ITC/USDT,itcusdt,4,6,2,0.0,0.0,1,2,0,1,0.01018,0.009402,0.0092,0.01018,10000.009566,0.0092,0.00981,0.00981,0.00981,0.00981,False,False,1,0.009843,0.0092,0.01018,0.010093
NEW,NEW/USDT,newusdt,4,6,2,0.000361,0.000369,0,1,1,1,0.000365,0.000341,0.00035,0.000373,10000.000349,-9999.999628,0.000353,0.000369,0.000344,0.000344,False,False,0,0.00035,0.000341,0.000373,0.000351
MASS,MASS/USDT,massusdt,2,4,2,0.0,0.0195,1,0,1,1,0.0201,0.0201,0.017,0.0195,10000.017,-9999.9799,0.0194,0.0195,0.0194,0.0194,False,False,1,0.017,0.017,0.0201,0.0201
ANML,ANML/USDT,anmlusdt,4,6,2,0.0,0.0,2,1,0,0,0.002801,0.00275,0.002715,0.002902,0.002902,-9999.997163,0.002831,0.002831,0.002831,0.002831,False,False,0,0.0,0.00275,0.002902,0.002766
KNC,KNC/USDT,kncusdt,2,4,2,2.5412,2.5881,2,1,1,1,2.4497,2.41,2.3779,2.4494,2.4494,2.3779,2.5412,2.4494,2.5695,2.5695,False,True,0,2.6004,2.41,2.4494,2.4399
SKU,SKU/USDT,skuusdt,4,6,1,0.029781,0.030335,0,1,0,1,0.030179,0.029,0.029543,0.030335,10000.029456,0.029543,0.029781,0.030335,0.030503,0.030503,False,False,0,0.031095,0.029,0.030335,0.029456
RACA,RACA/USDT,racausdt,4,6,2,0.000558,0.000557,1,0,1,1,0.000584,0.000553,0.000552,0.000557,10000.000553,-9999.999435,0.000557,0.000557,0.000542,0.000542,False,False,1,0.000552,0.000552,0.000584,0.000565
REVV,REVV/USDT,revvusdt,4,6,0,0.028393,0.0,1,0,0,0,0.031639,0.030626,0.028393,0.030481,0.030481,-9999.969374,0.028393,0.027296,0.027296,0.027296,False,False,1,0.0,0.028393,0.031639,0.030901
BNT,BNT/USDT,bntusdt,2,4,0,1.3839,1.3843,2,1,1,1,1.3919,1.3897,1.3917,1.3975,1.3975,1.3917,1.3917,1.3975,1.3443,1.3443,True,True,0,1.4328,1.3897,1.3975,1.3919
SRM,SRM/USDT,srmusdt,4,4,0,1.1442,1.1143,1,2,1,1,1.1704,1.1664,1.1483,1.182,1.182,1.1483,1.1483,1.1588,1.0947,1.0947,True,False,1,1.182,1.1483,1.1704,1.1694
EGT,EGT/USDT,egtusdt,2,6,2,0.0,0.0,1,0,0,0,0.000435,0.00033,0.000301,0.000323,10000.000315,-9999.999632,0.00031,0.00031,0.00031,0.00031,False,False,1,0.0,0.000301,0.000435,0.000368
KSM,KSM/USDT,ksmusdt,3,4,2,79.1982,79.4021,1,2,1,1,81.5692,81.0756,78.5047,82.0806,82.0806,78.5047,78.5047,82.0806,74.9471,74.9471,True,True,1,82.2897,78.5047,81.5692,81.3093
MDS,MDS/USDT,mdsusdt,2,6,0,0.000291,0.0,2,1,0,1,0.000307,0.000307,0.000301,0.000311,0.000311,0.000301,0.000301,0.000311,0.000282,0.000282,True,True,0,0.000347,0.000307,0.000311,0.000307
PHA,PHA/USDT,phausdt,4,6,2,0.131369,0.128568,1,0,1,1,0.133035,0.13276,0.129564,0.132301,10000.131063,-9999.86724,0.131369,0.128278,0.124074,0.124074,False,False,1,0.132301,0.129564,0.133035,0.13276
WOO,WOO/USDT,woousdt,2,5,2,0.20056,0.20522,1,2,0,2,0.21219,0.20852,0.20341,0.21397,10000.20453,0.20341,0.20056,0.20522,0.19097,0.19097,False,False,1,0.21397,0.20341,0.21219,0.21023
BHD,BHD/USDT,bhdusdt,4,4,2,0.0611,0.0,2,1,0,1,0.0635,0.0604,0.0589,0.0687,0.0687,-9999.9313,0.0611,0.0643,0.0592,0.0592,False,False,0,0.0655,0.0604,0.0687,0.0604
MXC,MXC/USDT,mxcusdt,2,6,1,0.082929,0.085362,1,2,1,1,0.083392,0.081418,0.081109,0.085362,10000.082226,0.081109,0.083863,0.085362,0.084892,0.084892,False,False,1,0.081109,0.081109,0.083392,0.082036
BTM,BTM/USDT,btmusdt,2,6,2,0.009741,0.009769,0,0,1,1,0.010656,0.00962,0.009666,0.009872,10000.009733,-9999.989783,0.009919,0.009769,0.009667,0.009667,False,False,0,0.009666,0.00962,0.009872,0.010236
APE,APE/USDT,apeusdt,4,4,1,8.0016,8.1264,1,2,1,1,7.9751,7.9385,7.8324,8.1264,10007.9248,7.8324,7.9188,8.1264,7.7319,7.7319,False,False,1,7.8324,7.8324,7.9751,7.9734
HIVE,HIVE/USDT,hiveusdt,2,4,1,0.5191,0.5397,1,2,1,1,0.5185,0.5158,0.5125,0.5397,10000.5139,0.5125,0.5199,0.5397,0.4781,0.4781,False,False,1,0.5125,0.5125,0.5185,0.5185
NULS,NULS/USDT,nulsusdt,2,4,2,0.2058,0.2222,1,2,1,1,0.2227,0.2206,0.2173,0.2231,0.2231,0.2173,0.2173,0.2222,0.2123,0.2123,True,False,1,0.2142,0.2173,0.2227,0.2217
ETH*(-1),ETH*(-1)/USDT,eth1susdt,4,4,1,0.3413,0.3396,0,1,0,1,0.3388,0.3388,0.3395,0.3396,10000.3388,0.3395,0.3395,0.3396,0.3521,0.3521,False,False,0,0.3368,0.3388,0.3396,0.3388
COTI,COTI/USDT,cotiusdt,2,4,0,0.1149,0.1103,1,0,1,0,0.121,0.1195,0.1149,0.1194,0.1194,-9999.8805,0.1149,0.1169,0.1072,0.1072,False,False,1,0.1194,0.1149,0.121,0.1204
TNB,TNB/USDT,tnbusdt,2,6,0,0.003701,0.0,2,1,0,1,0.003865,0.0038,0.003701,0.003865,0.003865,-9999.996166,0.003701,0.003774,0.003774,0.003774,False,False,0,0.003865,0.0038,0.003865,0.003861
TRIBE,TRIBE/USDT,tribeusdt,4,4,2,0.2524,0.2555,0,0,1,1,0.264,0.2409,0.251,0.2555,10000.2511,-9999.7443,0.2546,0.2555,0.2521,0.2521,False,False,1,0.251,0.251,0.264,0.2519
BTC*(-3),BTC*(-3)/USDT,btc3susdt,4,8,1,0.00022574,0.0002123,0,1,0,1,0.00021013,0.00021,0.00021092,0.0002123,10000.00021013,0.00021092,0.00021092,0.0002123,0.00023234,0.00023234,False,False,0,0.00020412,0.00021,0.0002123,0.00021003
EDEN,EDEN/USDT,edenusdt,4,4,2,0.1265,0.1367,1,0,1,1,0.1545,0.1296,0.1333,0.1367,10000.1341,-9999.8616,0.1334,0.1367,0.1302,0.1302,False,False,1,0.1333,0.1333,0.1545,0.1385
WNDR,WNDR/USDT,wndrusdt,4,6,2,0.0,0.0,1,0,0,0,0.041499,0.038944,0.036366,0.037014,10000.037154,-9999.961055,0.037014,0.037014,0.037014,0.037014,False,False,1,0.0,0.036366,0.041499,0.039111
ZKS,ZKS/USDT,zksusdt,4,4,2,0.0552,0.0575,1,0,1,1,0.0617,0.0569,0.0567,0.0575,10000.0567,-9999.9424,0.0573,0.0575,0.0553,0.0553,False,False,1,0.0567,0.0567,0.0617,0.0576
HBB,HBB/USDT,hbbusdt,4,4,2,0.8716,0.8935,0,1,1,1,0.8551,0.8318,0.8716,0.8867,10000.845,-9999.1284,0.8716,0.8845,0.885,0.885,False,False,0,0.8867,0.8318,0.8867,0.8434
BCH,BCH/USDT,bchusdt,4,2,2,190.23,194.16,1,2,1,1,200.83,199.09,195.55,200.79,200.79,195.55,195.55,200.79,190.35,190.35,True,True,1,189.84,195.55,200.83,200.16
NUM,NUM/USDT,numusdt,4,4,2,0.0,0.0,0,0,0,0,0.1093,0.0913,0.0929,0.0929,10000.0964,-9999.9004,0.0929,0.0929,0.0929,0.0929,False,False,0,0.0,0.0913,0.0983,0.1
API3,API3/USDT,api3usdt,4,4,2,1.7886,1.9243,1,2,1,1,1.9566,1.9367,1.87,1.9585,1.9585,1.87,1.87,1.9243,1.7868,1.7868,True,False,1,1.8372,1.87,1.9566,1.9498
T,T/USDT,tusdt,4,4,0,0.0491,0.0504,2,1,1,1,0.0498,0.049,0.0491,0.0505,0.0505,-9999.9502,0.0491,0.0497,0.0484,0.0484,False,False,0,0.0505,0.049,0.0505,0.0497
FILDA,FILDA/USDT,fildausdt,2,6,2,0.007601,0.0,2,1,0,1,0.007602,0.007602,0.0076,0.008,0.008,0.0076,0.007601,0.008,0.008008,0.008008,False,True,0,0.00814,0.007602,0.008,0.007602
LUNA,LUNA/USDT,lunausdt,2,8,0,0.0001859,0.00011039,2,1,1,1,0.00020919,0.00019194,0.0001928,0.00021301,0.00021301,0.0001928,0.0001928,0.00021301,0.00010867,0.00010867,True,True,0,0.00021938,0.00019194,0.00021301,0.00019879
FIL,FIL/USDT,filusdt,4,4,2,8.1,8.4255,1,2,1,1,8.4575,8.4108,8.2566,8.5314,10008.3085,8.2566,8.3373,8.4255,7.9387,7.9387,False,False,1,8.3064,8.2566,8.4575,8.4477
FITFI,FITFI/USDT,fitfiusdt,4,6,1,0.0,0.173903,1,2,1,0,0.171399,0.170542,0.168675,0.171345,0.171345,0.168675,0.168675,0.171345,0.193767,0.193767,True,True,1,0.1678,0.168675,0.171399,0.17113
CTSI,CTSI/USDT,ctsiusdt,2,4,1,0.1895,0.1957,1,2,1,1,0.195,0.1937,0.1875,0.1957,10000.189,0.1875,0.1904,0.1957,0.1846,0.1846,False,False,1,0.1875,0.1875,0.195,0.1949
SLC,SLC/USDT,slcusdt,2,6,1,0.0,0.111647,0,1,0,0,0.111418,0.110277,0.110637,0.111647,10000.110573,0.11086,0.110637,0.111647,0.113197,0.113197,False,False,0,0.110572,0.110277,0.111647,0.110277
XTM,XTM/USDT,xtmusdt,4,4,1,0.0,0.0547,0,1,0,1,0.0506,0.0496,0.0506,0.0547,10000.0505,0.0506,0.0506,0.0547,0.0478,0.0478,False,False,0,0.0481,0.0496,0.0547,0.0501
HEC,HEC/USDT,hecusdt,4,4,2,0.3208,0.325,0,1,1,1,0.3244,0.3176,0.3208,0.3461,10000.3199,-9999.6668,0.3208,0.3229,0.3168,0.3168,False,False,0,0.3461,0.3176,0.3461,0.3228
ZIG,ZIG/USDT,zigusdt,4,6,2,0.0,0.0,1,0,0,0,0.021081,0.019903,0.019709,0.020214,10000.019806,-9999.979377,0.020214,0.020214,0.020214,0.020214,False,False,1,0.0,0.019709,0.021081,0.020724
KAN,KAN/USDT,kanusdt,4,6,0,0.001323,0.0,2,1,0,1,0.001328,0.001328,0.001323,0.00134,0.00134,-9999.99866,0.001323,0.001335,0.00132,0.00132,False,False,0,0.00134,0.001328,0.00134,0.001328
AURORA,AURORA/USDT,aurorausdt,4,4,2,3.75,3.87,2,0,1,1,3.8618,3.6766,3.6667,3.8958,3.86,-9996.0867,3.7703,3.8958,3.5713,3.5713,False,False,0,3.6667,3.6766,3.86,3.7614
XMX,XMX/USDT,xmxusdt,2,8,2,0.0,0.0,2,1,0,0,1.911e-05,1.887e-05,1.859e-05,2.134e-05,2.134e-05,-9999.99997907,2.019e-05,2.019e-05,2.019e-05,2.019e-05,False,False,0,0.0,1.887e-05,2.134e-05,1.903e-05
BAT,BAT/USDT,batusdt,2,4,2,0.4062,0.4094,1,2,1,1,0.4087,0.4063,0.3976,0.4152,10000.4004,0.3976,0.4062,0.4013,0.3828,0.3828,False,False,1,0.4152,0.3976,0.4087,0.4081
KAVA,KAVA/USDT,kavausdt,2,4,2,2.7658,0.0,1,2,0,1,2.769,2.7342,2.6931,2.8244,10002.7169,2.6931,2.7658,2.8088,2.4707,2.4707,False,False,1,2.8244,2.6931,2.769,2.7584
XEC,XEC/USDT,xecusdt,2,8,0,4.718e-05,4.762e-05,1,0,1,0,5.49e-05,5.005e-05,4.718e-05,4.865e-05,4.865e-05,-9999.99994995,4.718e-05,4.762e-05,4.595e-05,4.595e-05,False,False,1,4.685e-05,4.718e-05,5.49e-05,5.392e-05
VPAD,VPAD/USDT,vpadusdt,4,4,2,0.0,0.0,0,0,0,0,0.2041,0.1976,0.2042,0.2042,10000.198,0.2042,0.2042,0.2042,0.2042,0.2042,False,False,0,0.0,0.1976,0.2042,0.198
NEO,NEO/USDT,neousdt,4,2,0,10.91,10.42,1,0,1,0,12.37,11.96,10.91,11.16,11.16,-9988.04,10.91,10.73,10.2,10.2,False,False,1,11.16,10.91,12.37,12.26
LAMB,LAMB/USDT,lambusdt,4,6,1,0.0,0.00197,0,1,0,1,0.001867,0.001718,0.001776,0.00197,10000.001742,0.001776,0.001883,0.00197,0.002073,0.002073,False,False,0,0.001776,0.001718,0.00197,0.001742
PEARL,PEARL/USDT,pearlusdt,6,2,2,11.04,0.0,0,1,0,1,11.11,11.03,11.04,12.0,10011.03,-9988.14,11.04,10.78,10.78,10.78,False,False,0,12.0,11.03,12.0,11.03
VIDY,VIDY/USDT,vidyusdt,2,6,2,0.000196,0.0,0,1,0,0,0.000189,0.000172,0.000196,0.000216,10000.000183,-9999.999797,0.000196,0.000198,0.000198,0.000198,False,False,0,0.0,0.000172,0.000216,0.000183
GCOIN,GCOIN/USDT,gcoinusdt,4,4,2,0.0,0.0,0,1,0,0,0.17,0.17,0.1754,0.1902,10000.17,-9999.8098,0.1788,0.1788,0.1788,0.1788,False,False,0,0.0,0.17,0.1902,0.17
USDT,USDT/UAH,usdtuah,1,2,0,34.55,36.39,0,1,0,1,37.64,34.81,34.55,37.73,36.39,-9964.75,34.55,36.39,35.22,35.22,False,False,0,37.73,34.81,37.73,35.32
TT,TT/USDT,ttusdt,2,6,0,0.006069,0.0,1,0,0,0,0.006475,0.00624,0.006069,0.00639,0.00639,-9999.993611,0.006069,0.005984,0.005848,0.005848,False,False,1,0.00639,0.006069,0.006475,0.006351
REQ,REQ/USDT,requsdt,1,4,2,0.1128,0.1153,1,0,1,1,0.1157,0.1151,0.1135,0.1153,10000.1135,-9999.8849,0.1147,0.1153,0.1102,0.1102,False,False,1,0.1135,0.1135,0.1157,0.1157
BOO,BOO/USDT,boousdt,4,4,2,0.0,0.0,0,0,0,0,5.3684,3.8372,3.9796,4.3808,10004.3,-9995.18,4.25,4.25,4.25,4.25,False,False,0,0.0,3.8372,4.3808,4.82
CSPR,CSPR/USDT,csprusdt,1,4,2,0.0,0.0,1,2,0,1,0.0408,0.0379,0.0377,0.0408,10000.0381,0.0377,0.0383,0.0383,0.0383,0.0383,False,False,1,0.0391,0.0377,0.0408,0.04
FTI,FTI/USDT,ftiusdt,2,8,2,0.0,0.0,1,0,0,0,6.09e-05,5.567e-05,5.468e-05,5.703e-05,10000.00005733,-9999.99994299,5.703e-05,5.703e-05,5.703e-05,5.703e-05,False,False,1,0.0,5.468e-05,6.09e-05,5.803e-05
LRC,LRC/USDT,lrcusdt,4,4,2,0.4917,0.4943,1,2,1,1,0.5086,0.5025,0.494,0.5174,0.5174,0.494,0.494,0.5174,0.4829,0.4829,True,True,1,0.5151,0.494,0.5086,0.5075
PLY,PLY/USDT,plyusdt,4,6,1,0.002807,0.002869,2,1,1,1,0.002769,0.002714,0.002701,0.002841,0.002841,0.002701,0.002807,0.002841,0.002565,0.002565,False,True,0,0.002701,0.002714,0.002841,0.002736
OXT,OXT/USDT,oxtusdt,4,4,2,0.1341,0.1326,1,2,1,1,0.1341,0.1336,0.1323,0.1344,10000.1335,0.1323,0.1341,0.1343,0.1274,0.1274,False,False,1,0.1344,0.1323,0.1341,0.1341
FIRO,FIRO/USDT,firousdt,4,4,2,1.8379,1.8136,0,0,1,0,2.0277,1.7647,1.8379,1.8546,10001.8463,-9998.1276,1.8379,1.8136,1.7054,1.7054,False,False,1,1.7467,1.8379,2.0277,1.8724
LMR,LMR/USDT,lmrusdt,4,4,1,0.0388,0.0439,0,1,0,1,0.0438,0.0434,0.0435,0.0439,10000.0438,0.0435,0.0435,0.0439,0.0393,0.0393,False,False,0,0.0397,0.0434,0.0439,0.0434
BTT,BTT/USDT,bttusdt,4,10,0,1.1225e-06,0.0,2,1,0,1,1.1402e-06,1.1289e-06,1.1225e-06,1.1388e-06,1.1388e-06,-9999.999998867,1.1225e-06,1.1276e-06,1.0973e-06,1.0973e-06,False,False,0,1.1388e-06,1.1289e-06,1.1388e-06,1.1368e-06
LINK*(-3),LINK*(-3)/USDT,link3susdt,4,4,2,19.2931,18.8874,2,1,1,1,18.5224,18.377,18.2481,19.8937,19.8937,-9980.2215,19.2931,18.8874,22.7673,22.7673,False,False,0,18.2481,18.377,19.8937,18.377
CLV,CLV/USDT,clvusdt,4,4,1,0.1499,0.1551,0,1,0,1,0.1538,0.1516,0.1525,0.1551,10000.1521,0.1525,0.1525,0.1551,0.1444,0.1444,False,False,0,0.1553,0.1516,0.1551,0.1521
BABYDOGE,BABYDOGE/USDT,babydogeusdt,2,12,1,1.636e-09,1.748e-09,0,1,0,1,1.647e-09,1.599e-09,1.652e-09,1.748e-09,10000.000000001624,1.652e-09,1.652e-09,1.748e-09,1.416e-09,1.416e-09,False,False,0,1.82e-09,1.599e-09,1.748e-09,1.621e-09
FOR,FOR/USDT,forusdt,2,6,2,0.018634,0.01884,2,1,1,1,0.020413,0.019891,0.018559,0.020904,0.020904,-9999.979435,0.018674,0.01884,0.018574,0.018574,False,False,0,0.018559,0.019891,0.020904,0.020315
FIS,FIS/USDT,fisusdt,2,4,1,0.3241,0.3275,0,1,0,1,0.3275,0.318,0.3182,0.3275,10000.318,0.3182,0.3192,0.3275,0.3052,0.3052,False,False,0,0.3182,0.318,0.3265,0.3241
GF,GF/USDT,gfusdt,4,4,1,0.4902,0.5349,0,1,0,1,0.5198,0.5174,0.531,0.5349,10000.5198,0.531,0.5329,0.5349,0.4916,0.4916,False,False,0,0.531,0.5174,0.5349,0.5196
RETH,RETH/USDT,rethusdt,4,6,1,0.0,0.044997,0,1,0,0,0.045,0.043108,0.044215,0.044997,10000.044199,0.044215,0.04469,0.044997,0.04469,0.04469,False,False,0,0.0,0.043108,0.044997,0.044175
NGL,NGL/USDT,nglusdt,4,4,1,0.4608,0.4673,0,1,0,1,0.4656,0.461,0.4612,0.4673,10000.4611,0.4612,0.4612,0.4673,0.4678,0.4678,False,False,0,0.4718,0.461,0.4673,0.4621
MULTI,MULTI/USDT,multiusdt,4,4,1,6.1952,6.241,1,2,1,1,6.168,6.1331,6.0924,6.1933,6.1933,6.0924,6.0924,6.1933,5.872,5.872,True,True,1,6.0708,6.0924,6.168,6.165
STF,STF/USDT,stfusdt,4,4,0,0.0113,0.0123,2,0,1,1,0.0119,0.0114,0.0113,0.0116,0.0116,-9999.9884,0.0113,0.0115,0.0101,0.0101,False,False,0,0.0116,0.0114,0.0116,0.0116
SUSHI,SUSHI/USDT,sushiusdt,4,4,0,1.4609,1.4522,1,0,1,0,1.5393,1.4965,1.4609,1.5258,1.5258,-9998.4722,1.4609,1.4493,1.3027,1.3027,False,False,1,1.5258,1.4609,1.5393,1.5352
ERTHA,ERTHA/USDT,erthausdt,2,6,2,0.0,0.018536,1,0,1,0,0.021128,0.019664,0.018336,0.018536,10000.01837,-9999.979948,0.018492,0.018536,0.018492,0.018492,False,False,1,0.018336,0.018336,0.021128,0.020052
CUDOS,CUDOS/USDT,cudosusdt,4,6,2,0.0,0.0,0,0,0,0,0.015731,0.010148,0.011018,0.011018,10000.010575,-9999.988961,0.011018,0.011018,0.011018,0.011018,False,False,0,0.0,0.010148,0.011401,0.010549
LOOKS,LOOKS/USDT,looksusdt,4,4,0,0.5079,0.5059,1,0,1,0,0.5794,0.5411,0.5079,0.5295,0.5295,-9999.4407,0.5079,0.5295,0.5221,0.5221,False,False,1,0.5291,0.5079,0.5794,0.5641
SYS,SYS/USDT,sysusdt,4,4,0,0.2085,0.2123,1,0,1,0,0.2161,0.2124,0.2085,0.2154,0.2154,-9999.7857,0.2085,0.2123,0.2025,0.2025,False,False,1,0.2038,0.2085,0.2161,0.2155
WAVES,WAVES/USDT,wavesusdt,2,4,0,5.7852,5.9507,1,2,1,1,5.8787,5.8588,5.77,5.9796,5.9796,5.77,5.77,5.8697,5.6334,5.6334,True,False,1,5.9796,5.77,5.8787,5.877
DASH,DASH/USDT,dashusdt,4,2,0,60.96,0.0,1,0,0,0,63.18,62.78,60.96,62.6,62.6,-9937.22,60.96,57.42,56.84,56.84,False,False,1,62.6,60.96,63.18,63.06
CAKE,CAKE/USDT,cakeusdt,4,4,0,4.8376,4.6135,1,0,0,0,5.006,4.98,4.8376,4.9047,4.9047,-9995.02,4.8376,4.7965,4.4354,4.4354,False,False,1,4.9047,4.8376,5.006,4.9942
DAI,DAI/USDT,daiusdt,2,4,2,0.0,0.0,2,1,0,1,1.003,0.9992,1.0008,1.0036,1.0036,-9998.9982,1.0009,1.0009,1.0009,1.0009,False,False,0,1.001,0.9992,1.0036,1.0011
RLY,RLY/USDT,rlyusdt,2,4,0,0.067,0.0,1,0,0,0,0.0689,0.068,0.067,0.0672,0.0672,-9999.932,0.067,0.0672,0.0661,0.0661,False,False,1,0.0692,0.067,0.0689,0.0685
XCUR,XCUR/USDT,xcurusdt,4,4,0,0.142,0.0,2,1,0,1,0.148,0.14,0.1416,0.1694,0.1694,0.1416,0.1416,0.1694,0.1449,0.1449,True,True,0,0.17,0.14,0.1694,0.1461
WAR,WAR/USDT,warusdt,4,4,2,0.0,0.0,0,0,0,0,0.0132,0.0121,0.0128,0.0129,10000.0122,-9999.9868,0.0129,0.0129,0.0129,0.0129,False,False,1,0.0,0.0128,0.0132,0.0122
KLAY,KLAY/USDT,klayusdt,4,4,0,0.4757,0.0,1,0,0,0,0.5067,0.5008,0.4757,0.4857,0.4857,-9999.4985,0.4757,0.4699,0.4155,0.4155,False,False,1,0.4857,0.4757,0.5067,0.5039
NYM,NYM/USDT,nymusdt,4,4,1,0.4929,0.5972,2,1,1,1,0.5513,0.5306,0.5172,0.5753,0.5753,0.5172,0.5524,0.5753,0.4835,0.4835,False,True,0,0.5172,0.5306,0.5753,0.5478
EPIK,EPIK/USDT,epikusdt,4,6,0,0.02308,0.022507,1,0,1,0,0.024759,0.0232,0.02308,0.024,0.024,-9999.975895,0.02308,0.023311,0.023092,0.023092,False,False,1,0.024,0.02308,0.024759,0.023937
HBAR,HBAR/USDT,hbarusdt,2,6,0,0.102141,0.101352,1,2,1,1,0.105094,0.104598,0.102248,0.105571,0.105571,0.102248,0.102248,0.104382,0.100635,0.100635,True,False,1,0.105571,0.102248,0.105094,0.105019
RADAR,RADAR/USDT,radarusdt,4,6,2,0.010915,0.00945,1,0,1,1,0.010243,0.010004,0.009274,0.00945,10000.009274,-9999.989996,0.00928,0.00945,0.008371,0.008371,False,False,1,0.009274,0.009274,0.010243,0.010115
BCH*3,BCH*3/USDT,bch3lusdt,4,8,0,0.000212,0.000222,1,0,1,0,0.00022592,0.000221,0.000212,0.00021525,0.00021525,-9999.999779,0.000212,0.00021525,0.00019622,0.00019622,False,False,1,0.00020931,0.000212,0.00022592,0.00022403
LBP,LBP/USDT,lbpusdt,4,6,1,0.002288,0.0023,0,1,0,1,0.002099,0.002099,0.002271,0.0023,10000.002099,0.002271,0.002341,0.0023,0.002176,0.002176,False,False,0,0.002271,0.002099,0.0023,0.002099
VISION,VISION/USDT,visionusdt,4,6,2,0.012894,0.013074,1,2,1,1,0.012397,0.01191,0.011753,0.013397,10000.011999,0.011753,0.012894,0.013074,0.013873,0.013873,False,False,1,0.012174,0.011753,0.012397,0.011969
AUDIO,AUDIO/USDT,audiousdt,4,4,0,0.4462,0.4584,1,2,1,1,0.4766,0.4715,0.4551,0.4767,0.4767,0.4551,0.4551,0.4623,0.4062,0.4062,True,False,1,0.4767,0.4551,0.4766,0.4747
SCREAM,SCREAM/USDT,screamusdt,4,4,2,3.9105,3.9691,1,2,1,1,6.4,4.0522,3.7181,6.4002,10004.0526,3.7181,3.9105,3.9691,3.6451,3.6451,False,False,1,6.4002,3.7181,6.4,4.3008
CHZ,CHZ/USDT,chzusdt,4,6,0,0.122989,0.126457,1,0,1,0,0.125906,0.124653,0.122989,0.124159,0.124159,-9999.875347,0.122989,0.124159,0.118903,0.118903,False,False,1,0.125686,0.122989,0.125906,0.125906
WHALE,WHALE/USDT,whaleusdt,4,4,1,2.9036,2.6133,0,1,0,1,2.5471,2.4628,2.594,2.6133,10002.5098,2.594,2.6169,2.6133,2.8819,2.8819,False,False,0,2.594,2.4628,2.6133,2.5098
LQTY,LQTY/USDT,lqtyusdt,4,4,1,1.5847,1.6519,0,1,0,1,1.6348,1.6348,1.638,1.6519,10001.6348,1.6469,1.638,1.6519,1.5932,1.5932,False,False,0,1.603,1.6348,1.6519,1.6348
RING,RING/USDT,ringusdt,2,6,1,0.009039,0.009312,1,2,1,1,0.00924,0.00916,0.009099,0.009312,10000.009099,0.009099,0.009201,0.009312,0.009128,0.009128,False,False,1,0.009099,0.009099,0.00924,0.009239
MOVR,MOVR/USDT,movrusdt,4,4,0,24.4625,23.9384,1,0,1,0,25.1774,25.1774,24.4625,24.5636,24.5636,-9974.8226,24.4625,24.5636,22.1431,22.1431,False,False,1,25.1794,24.4625,25.1774,25.1774
VLX,VLX/USDT,vlxusdt,4,6,2,0.072874,0.072429,0,1,1,1,0.072875,0.072239,0.072874,0.073632,10000.072817,-9999.926943,0.072874,0.073319,0.074003,0.074003,False,False,0,0.073632,0.072239,0.073632,0.072539
SKM,SKM/USDT,skmusdt,2,6,1,0.000663,0.000672,0,1,0,1,0.000651,0.000585,0.000651,0.000672,10000.000613,0.000651,0.000663,0.000672,0.000651,0.000651,False,False,0,0.000679,0.000585,0.000672,0.000613
CELO,CELO/USDT,celousdt,4,4,0,1.3328,1.341,1,0,0,0,1.3504,1.342,1.3328,1.3356,1.3347,-9998.6547,1.3328,1.3356,1.2815,1.2815,False,False,1,1.3735,1.3328,1.3504,1.35
GMT,GMT/USDT,gmtusdt,4,4,0,1.3891,1.3541,1,0,1,0,1.4139,1.4047,1.3891,1.4016,1.4013,-9998.5953,1.3891,1.4016,1.3447,1.3447,False,False,1,1.4431,1.3891,1.4139,1.4133
MKR,MKR/USDT,mkrusdt,6,2,2,1428.97,1425.87,1,2,1,0,1430.01,1427.6,1409.57,1449.2,11414.31,1409.57,1428.97,1411.47,1380.92,1380.92,False,False,1,1439.83,1409.57,1430.01,1430.01
